"Authors","Year","Title","Journal","Doi","URL","Human","No access","Lat_Deg","Lat_Min","Lat_Sec","Lat_NS","Lon_Deg","Lon_Min","Lon_Sec","Lon_EW","Location","Habitat","Target_Habitat","Experiment","Sample_Diameter_mm","Sample_Area_mm2","Sample_Depth_mm","Sample_Volume_mm3","Sample_Weight_g","Number_Sites","Samples_Per_Site","Total_Number_Samples","Method","Method_Volume_mm3","Method_Volume_Fraction","Method_Weight_g","Total_Seeds","Total_Species","Seed_density_m2","Seed_density_litre","Pos_Species","Neg_Species","Comments","Action required","","","","","","","","","","","","","",""
"Coteff, C; Van Auken, OW","2006","Sampling requirements for estimation of the soil seed bank of a west Texas salt marsh","TEXAS JOURNAL OF SCIENCE","None","https://scholar.google.com/scholar?q=Sampling+requirements+for+estimation+of+the+soil+seed+bank+of+a+west+Texas+salt+marsh","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Luckeydoo, LM; Fausey, NR; Davis, CB; Regnier, E; Brown, LC","2006","Passive establishment of vegetation in constructed wetlands in agricultural settings: a case study","OHIO JOURNAL OF SCIENCE","None","https://scholar.google.com/scholar?q=Passive+establishment+of+vegetation+in+constructed+wetlands+in+agricultural+settings:+a+case+study","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Moravcova, L; Pysek, P; Pergl, J; Perglova, I; Jarosik, V","2006","Seasonal pattern of germination and seed longevity in the invasive species Heracleum mantegazzianum","PRESLIA","None","https://scholar.google.com/scholar?q=Seasonal+pattern+of+germination+and+seed+longevity+in+the+invasive+species+Heracleum+mantegazzianum","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Charles, D","2006","Species conservation - A 'forever' seed bank takes root in the Arctic","SCIENCE","None","https://scholar.google.com/scholar?q=Species+conservation+-+A+'forever'+seed+bank+takes+root+in+the+Arctic","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sanchez-Salas, J; Flores, J; Martinez-Garcia, E","2006","Effect of seed size in the germination of Astrophytum myriostigma LEMAIRE. (Cactaceae), a species threatened with extinction","INTERCIENCIA","None","https://scholar.google.com/scholar?q=Effect+of+seed+size+in+the+germination+of+Astrophytum+myriostigma+LEMAIRE.+(Cactaceae),+a+species+threatened+with+extinction","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fourie, S","2006","The composition and distribution of the soil seed bank after clearing of alien invasive vegetation in the Albany district, Eastern Cape","SOUTH AFRICAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=The+composition+and+distribution+of+the+soil+seed+bank+after+clearing+of+alien+invasive+vegetation+in+the+Albany+district,+Eastern+Cape","ED","Conference abstracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Shaw, GA; Bornman, TG; Adams, JB","2006","Albany District near Grahamstown","SOUTH AFRICAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=Seed+bank+structure+and+the+potential+for+rehabilitation+of+the+Orange+River+mouth+salt+marsh","AA","Conference abstracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vosse, S; Esler, KJ; Holmes, PM; Richardson, DM","2006","Natural rehabilitation potential of riparian zones after alien clearing in the Fynbos Biome - Phase 1: A reference study of indigenous seed banks","SOUTH AFRICAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=Natural+rehabilitation+potential+of+riparian+zones+after+alien+clearing+in+the+Fynbos+Biome+-+Phase+1:+A+reference+study+of+indigenous+seed+banks","AA","Conference abstracts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mickelson, JA; Grey, WE","2006","Effect of soil water content on wild oat (Avena fatua) seed mortality and seedling emergence","WEED SCIENCE","None","https://scholar.google.com/scholar?q=Effect+of+soil+water+content+on+wild+oat+(Avena+fatua)+seed+mortality+and+seedling+emergence","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Martinkova, Z; Honek, A; Lukas, J","2006","Seed age and storage conditions influence germination of barnyardgrass (Echinochloa crus-galli).","WEED SCIENCE","None","https://scholar.google.com/scholar?q=Seed+age+and+storage+conditions+influence+germination+of+barnyardgrass+(Echinochloa+crus-galli).","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virgona, S; Vaughton, G; Ramsey, M","2006","Habitat segregation of Banksia shrubs at Gibraltar Range National Park","PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES","None","https://scholar.google.com/scholar?q=Habitat+segregation+of+Banksia+shrubs+at+Gibraltar+Range+National+Park","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Roller, A; Albrecht, H","2006","Effects of tillage systems on the seed bank persistence and seedling emergence of ten arable weeds","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Effects+of+tillage+systems+on+the+seed+bank+persistence+and+seedling+emergence+of+ten+arable+weeds","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gruber, S; Claupein, W","2006","Effect of soil tillage intensity on seedbank dynamics of oilseed rape compared with plastic pellets as reference material","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Effect+of+soil+tillage+intensity+on+seedbank+dynamics+of+oilseed+rape+compared+with+plastic+pellets+as+reference+material","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Boguzas, V; Kairyte, A; Jodaugiene, D","2006","Weed and weed seed-bank response to tillage systems, straw and catch crops in continuous barley","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Weed+and+weed+seed-bank+response+to+tillage+systems,+straw+and+catch+crops+in+continuous+barley","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Einhorn, G; Brandau, J","2006","Influence of microorganisms on weed and crop seeds?","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Influence+of+microorganisms+on+weed+and+crop+seeds?","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reisinger, P; Lehoczky, E; Komives, T","2006","Late emergence of weeds in maize","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Late+emergence+of+weeds+in+maize","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sangakkara, UR; Bandaranayake, PRSD; Weerasekera, DNK; Stamp, P","2006","Interseasonal cropping - its potential for managing weeds in the Asian tropics","JOURNAL OF PLANT DISEASES AND PROTECTION","None","https://scholar.google.com/scholar?q=Interseasonal+cropping+-+its+potential+for+managing+weeds+in+the+Asian+tropics","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Meurk, CD; Hall, GMJ","2006","Options for enhancing forest biodiversity across New Zealand's managed landscapes based on ecosystem modelling and spatial design","NEW ZEALAND JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Options+for+enhancing+forest+biodiversity+across+New+Zealand's+managed+landscapes+based+on+ecosystem+modelling+and+spatial+design","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Briemle, G","2005","Effects of a grassland minimum care in accordance with ""cross-compliance""","BERICHTE UBER LANDWIRTSCHAFT","None","https://scholar.google.com/scholar?q=Effects+of+a+grassland+minimum+care+in+accordance+with+""cross-compliance""","AA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kramberger, B; Gselman, A; Borec, A; Kaligaric, M","2005","Periodic very late cut of permanent grassland as a measure to facilitate self-reseeding of grasses","BERICHTE UBER LANDWIRTSCHAFT","None","https://scholar.google.com/scholar?q=Periodic+very+late+cut+of+permanent+grassland+as+a+measure+to+facilitate+self-reseeding+of+grasses","AA","Only abstract available online","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Espigares, T; Lopez-Pintor, A","2005","Seed predation in a Mediterranean pasture: can ants modify the floristic composition of soil seed banks?","REVISTA CHILENA DE HISTORIA NATURAL","None","https://scholar.google.com/scholar?q=Seed+predation+in+a+Mediterranean+pasture:+can+ants+modify+the+floristic+composition+of+soil+seed+banks?","JP","","40.5241","","","","-3.3133","","","","El Encin estate, Alcala de Henares, central Spain","Grassland","Grassland","1","","6000","40","","","1","16","","Emergence","","","","","30","","","","","Experiment on the impact of ants on the seed bank; pasture on abandoned arable land","","","","","","","","","","","","","","",""
"Holmes, PM; Richardson, DM; Esler, KJ; Witkowski, ETF; Fourie, S","2005","A decision-making framework for restoring riparian zones degraded by invasive alien plants in South Africa","SOUTH AFRICAN JOURNAL OF SCIENCE","None","https://scholar.google.com/scholar?q=A+decision-making+framework+for+restoring+riparian+zones+degraded+by+invasive+alien+plants+in+South+Africa","JP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Baskin, JM; Baskin, CC; Tyndall, RW","2005","Natural Areas Journal - Introduction","NATURAL AREAS JOURNAL","None","https://scholar.google.com/scholar?q=Natural+Areas+Journal+-+Introduction","IK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Flores, J; Arredondo, A; Jurado, E","2005","Comparative seed germination in species of Turbinicarpus: an endangered cacti genus","NATURAL AREAS JOURNAL","None","https://scholar.google.com/scholar?q=Comparative+seed+germination+in+species+of+Turbinicarpus:+an+endangered+cacti+genus","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gamboa-Lapitan, P; Hyun, JO","2005","Mating system of Parashorea malaanonan (M. Blanco) Merr. (Bagtikan) in Mt. Makiling, Laguna, Philippines","PHILIPPINE AGRICULTURAL SCIENTIST","None","https://scholar.google.com/scholar?q=Mating+system+of+Parashorea+malaanonan+(M.+Blanco)+Merr.+(Bagtikan)+in+Mt.+Makiling,+Laguna,+Philippines","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vega, JMA; Vasquez, JA; Buschmann, AH","2005","Population biology of the subtidal kelps Macrocystis integrifolia and Lessonia trabeculata (Laminariales, Phaeophyceae) in an upwelling ecosystem of Northern Chile: Interannual variability and El Nino 1997-1998","REVISTA CHILENA DE HISTORIA NATURAL","None","https://scholar.google.com/scholar?q=Population+biology+of+the+subtidal+kelps+Macrocystis+integrifolia+and+Lessonia+trabeculata+(Laminariales,+Phaeophyceae)+in+an+upwelling+ecosystem+of+Northern+Chile:+Interannual+variability+and+El+Nino+1997-1998","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Namura-Ochalska, A","2005","Contribution to the characteristic of Cladium mariscus (L.) Pohl population in the initial zone of floating mat on an oligo-humotrophic lake in north-eastern Poland","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Contribution+to+the+characteristic+of+Cladium+mariscus+(L.)+Pohl+population+in+the+initial+zone+of+floating+mat+on+an+oligo-humotrophic+lake+in+north-eastern+Poland","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Clay, SA; Kleinjan, J; Clay, DE; Forcella, F; Batchelor, W","2005","Growth and fecundity of several weed species in corn and soybean","AGRONOMY JOURNAL","None","https://scholar.google.com/scholar?q=Growth+and+fecundity+of+several+weed+species+in+corn+and+soybean","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czarnecka, J","2005","Seed dispersal effectiveness in three adjacent plant communities: xerothermic grassland, brushwood and woodland","ANNALES BOTANICI FENNICI","None","https://scholar.google.com/scholar?q=Seed+dispersal+effectiveness+in+three+adjacent+plant+communities:+xerothermic+grassland,+brushwood+and+woodland","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kemeny, G; Nagy, Z; Tuba, Z","2005","Seed bank dynamics in a semiarid sandy grassland in Hungary","EKOLOGIA-BRATISLAVA","None","https://scholar.google.com/scholar?q=Seed+bank+dynamics+in+a+semiarid+sandy+grassland+in+Hungary","ED","","46.8374","","","","19.1946","","","","Kecskemét, Hungarian Great Plain, Hungary","Grassland","","","","760000","50","","","1","","80","Emergence","","","","","20","1136","","","","Four habitat patches sampled four times between 1992 and 1994. I report the average value of seed  density from all the years per habitat ","","","","","","","","","","","","","","",""
"Kemeny, G; Nagy, Z; Tuba, Z","2005","Seed bank dynamics in a semiarid sandy grassland in Hungary","EKOLOGIA-BRATISLAVA","None","https://scholar.google.com/scholar?q=Seed+bank+dynamics+in+a+semiarid+sandy+grassland+in+Hungary","ED","","46.8374","","","","19.1946","","","","Kecskemét, Hungarian Great Plain, Hungary","Grassland","","","","760000","50","","","1","","80","Emergence","","","","","17","268","","","","patch ii","","","","","","","","","","","","","","",""
"Kemeny, G; Nagy, Z; Tuba, Z","2005","Seed bank dynamics in a semiarid sandy grassland in Hungary","EKOLOGIA-BRATISLAVA","None","https://scholar.google.com/scholar?q=Seed+bank+dynamics+in+a+semiarid+sandy+grassland+in+Hungary","ED","","46.8374","","","","19.1946","","","","Kecskemét, Hungarian Great Plain, Hungary","Grassland","","","","760000","50","","","1","","80","Emergence","","","","","20","572","","","","patch ii","","","","","","","","","","","","","","",""
"Kemeny, G; Nagy, Z; Tuba, Z","2005","Seed bank dynamics in a semiarid sandy grassland in Hungary","EKOLOGIA-BRATISLAVA","None","https://scholar.google.com/scholar?q=Seed+bank+dynamics+in+a+semiarid+sandy+grassland+in+Hungary","ED","","46.8374","","","","19.1946","","","","Kecskemét, Hungarian Great Plain, Hungary","Grassland","","","","760000","50","","","1","","80","Emergence","","","","","26","1386","","","","patch iv","","","","","","","","","","","","","","",""
"Anderson, LWJ; Tan, WL; Woodfield, R; Mooney, R; Merkel, K","2005","Use of sediment bioassays to verify efficacy of Caulerpa taxifolia eradication treatments","JOURNAL OF AQUATIC PLANT MANAGEMENT","None","https://scholar.google.com/scholar?q=Use+of+sediment+bioassays+to+verify+efficacy+of+Caulerpa+taxifolia+eradication+treatments","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Liu, PP; Yin, CQ; Qu, JH; Zhang, GY; Feng, WQ; Liu, JX; Zhi, Z","2005","Designing principles of an ecological water storage basin on coastal saline: a case study","JOURNAL OF ENVIRONMENTAL SCIENCES","None","https://scholar.google.com/scholar?q=Designing+principles+of+an+ecological+water+storage+basin+on+coastal+saline:+a+case+study","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Meyer, SE; Quinney, D; Weaver, J","2005","A life history study of the Snake River plains endemic Lepidium papilliferum (Brassicaceae)","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=A+life+history+study+of+the+Snake+River+plains+endemic+Lepidium+papilliferum+(Brassicaceae)","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bosque, C; Pacheco, MA; Garcia-Amado, MA","2004","The annual cycle of Columbina, ground-doves in seasonal savannas of Venezuela","JOURNAL OF FIELD ORNITHOLOGY","None","https://scholar.google.com/scholar?q=The+annual+cycle+of+Columbina,+ground-doves+in+seasonal+savannas+of+Venezuela","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harper, KT; Van Buren, R","2004","Dynamics of a dwarf bear-poppy (Arctomecon humilis) population over a sixteen-year period","WESTERN NORTH AMERICAN NATURALIST","None","https://scholar.google.com/scholar?q=Dynamics+of+a+dwarf+bear-poppy+(Arctomecon+humilis)+population+over+a+sixteen-year+period","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Figueroa, JA; Castro, SA; Marquet, PA; Jaksic, FM","2004","Exotic plant invasions to the mediterranean region of Chile: causes, history and impacts","REVISTA CHILENA DE HISTORIA NATURAL","None","https://scholar.google.com/scholar?q=Exotic+plant+invasions+to+the+mediterranean+region+of+Chile:+causes,+history+and+impacts","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"McIvor, JG","2004","Pasture management in semi-arid tropical woodlands: levels of germinable seeds in soil and faeces of cattle grazing Stylosanthes pastures","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Pasture+management+in+semi-arid+tropical+woodlands:+levels+of+germinable+seeds+in+soil+and+faeces+of+cattle+grazing+Stylosanthes+pastures","ED","","20","11","","S","146","43","","E","Cardigan south east of charters towers , Queensland Australia ","Grassland","Grassland","","25","","100","","","4","1000","","Emergence","","","","","59","1200","","","","Data reported are for Cardigan site since they report both species richness and density ","","","","","","","","","","","","","","",""
"McIvor, JG","2004","Pasture management in semi-arid tropical woodlands: levels of germinable seeds in soil and faeces of cattle grazing Stylosanthes pastures","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Pasture+management+in+semi-arid+tropical+woodlands:+levels+of+germinable+seeds+in+soil+and+faeces+of+cattle+grazing+Stylosanthes+pastures","ED","","19","40","","S","145","45","","E","Hillgrove, north west of charters towers , Queensland Australia ","Grassland","Grassland","","25","","100","","","4","200","","Emergence","","","","","","490","","","","Data reported are for Cardigan site since they report both species richness and density ","","","","","","","","","","","","","","",""
"Baba, W","2004","The species composition and dynamics in well-preserved and restored calcareous xerothermic grasslands (South Poland)","BIOLOGIA","None","https://scholar.google.com/scholar?q=The+species+composition+and+dynamics+in+well-preserved+and+restored+calcareous+xerothermic+grasslands+(South+Poland)","ED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eggenschwiler, L; Jacot, K; Studer, S; Edwards, P","2004","Influence of seed mixtures on the development of the seed bank of wildflower strips and rotational fallows and the persistence of species in the subsequent crop","BOTANICA HELVETICA","None","https://scholar.google.com/scholar?q=Influence+of+seed+mixtures+on+the+development+of+the+seed+bank+of+wildflower+strips+and+rotational+fallows+and+the+persistence+of+species+in+the+subsequent+crop","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Myster, RW","2004","Regeneration filters in post-agricultural fields of Puerto Rico and Ecuador","PLANT ECOLOGY","None","https://scholar.google.com/scholar?q=Regeneration+filters+in+post-agricultural+fields+of+Puerto+Rico+and+Ecuador","ML","","18","20","","N","65","45","","W","","Forest","Forest","","120","","100","","","4","4","16","Emergence","","","","173","21","","","","","","","","","","","","","","","","","","","",""
"Myster, RW","2004","Regeneration filters in post-agricultural fields of Puerto Rico and Ecuador","PLANT ECOLOGY","None","https://scholar.google.com/scholar?q=Regeneration+filters+in+post-agricultural+fields+of+Puerto+Rico+and+Ecuador","ML","","0","5","","N","78","37","","W","","Forest","Forest","","120","","100","","","6","4","24","Emergence","","","","126","15","","","","","","","","","","","","","","","","","","","",""
"Orr, DM","2004","Dynamics of plant populations in Heteropogon contortus (black speargrass) pastures on a granite landscape in southern Queensland. 4. The effects of burning on H-contortus and Aristida spp. populations","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Dynamics+of+plant+populations+in+Heteropogon+contortus+(black+speargrass)+pastures+on+a+granite+landscape+in+southern+Queensland.+4.+The+effects+of+burning+on+H-contortus+and+Aristida+spp.+populations","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Turner, D; Conran, JG","2004","The reproductive ecology of two naturalised Erica species (Ericaceae) in the Adelaide hills: the rise and fall of two 'would-be' weeds?","TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA","None","https://scholar.google.com/scholar?q=The+reproductive+ecology+of+two+naturalised+Erica+species+(Ericaceae)+in+the+Adelaide+hills:+the+rise+and+fall+of+two+'would-be'+weeds?","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yoo, JS; Shin, HW","2004","Effects of basic oxygen furnace slag and inorganic nutrients on the germination of resting cysts of two toxic dinoflagellates","JOURNAL OF ENVIRONMENTAL BIOLOGY","None","https://scholar.google.com/scholar?q=Effects+of+basic+oxygen+furnace+slag+and+inorganic+nutrients+on+the+germination+of+resting+cysts+of+two+toxic+dinoflagellates","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Leary, CI; Howes-Keiffer, C","2004","Comparison of standing vegetation and seed bank composition one year following hardwood reforestation in southwestern Ohio","OHIO JOURNAL OF SCIENCE","None","https://scholar.google.com/scholar?q=Comparison+of+standing+vegetation+and+seed+bank+composition+one+year+following+hardwood+reforestation+in+southwestern+Ohio","ML","","39","18","20","N","84","41","50","W","","Forest","Forest","","75","","150","","","8","6","","Emergence","","","","","32","","","","","","","","","","","","","","","","","","","",""
"Figueroa, JA; Jaksic, FM","2004","Seed bank and dormancy in plants of the Mediterranean region of central Chile","REVISTA CHILENA DE HISTORIA NATURAL","None","https://scholar.google.com/scholar?q=Seed+bank+and+dormancy+in+plants+of+the+Mediterranean+region+of+central+Chile","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orr, DM; Paton, CJ; Playford, C","2004","Dynamics of plant populations in Heteropogon contortus (black speargrass) pastures on a granite landscape in southern Queensland. 2. Seed production and soil seed banks of H-contortus","TROPICAL GRASSLANDS","None","https://scholar.google.com/scholar?q=Dynamics+of+plant+populations+in+Heteropogon+contortus+(black+speargrass)+pastures+on+a+granite+landscape+in+southern+Queensland.+2.+Seed+production+and+soil+seed+banks+of+H-contortus","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Walters, GM","2004","Perennial plants and ephemeral seed banks in Papago Park, Phoenix, Arizona","NATURAL AREAS JOURNAL","None","https://scholar.google.com/scholar?q=Perennial+plants+and+ephemeral+seed+banks+in+Papago+Park,+Phoenix,+Arizona","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fowler, SP; Larson, KC","2004","Seed germination and seedling, recruitment of Japanese honeysuckle in a Central Arkansas natural area","NATURAL AREAS JOURNAL","None","https://scholar.google.com/scholar?q=Seed+germination+and+seedling,+recruitment+of+Japanese+honeysuckle+in+a+Central+Arkansas+natural+area","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czarnecka, J","2004","Microspatial structure of the seed bank of xerothermic grassland - Intracommunity differentiation","ACTA SOCIETATIS BOTANICORUM POLONIAE","None","https://scholar.google.com/scholar?q=Microspatial+structure+of+the+seed+bank+of+xerothermic+grassland+-+Intracommunity+differentiation","ML","","50.495","","","","23.552","","","","","Grassland","","","","","50","100000","","2","100","","Emergence","","","","2100","49","","","","","","","","","","","","","","","","","","","",""
"Arroyo, MTK; Cavieres, LA; Humana, AM","2004","Experimental evidence of potential for persistent seed bank formation at a subantarctic alpine site in Tierra del Fuego, Chile","ANNALS OF THE MISSOURI BOTANICAL GARDEN","None","https://scholar.google.com/scholar?q=Experimental+evidence+of+potential+for+persistent+seed+bank+formation+at+a+subantarctic+alpine+site+in+Tierra+del+Fuego,+Chile","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devlaeminck, R; Bossuyt, B; Hermy, M","2004","The effect of sampling period on results of seedling germination experiments in cropland and forests","BELGIAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=The+effect+of+sampling+period+on+results+of+seedling+germination+experiments+in+cropland+and+forests","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Herault, B; Bouxin, G; Thoen, D","2004","Comparison of the regeneration patterns of woody species between Norway spruce plantations and deciduous forests on alluvial soils","BELGIAN JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=Comparison+of+the+regeneration+patterns+of+woody+species+between+Norway+spruce+plantations+and+deciduous+forests+on+alluvial+soils","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Miller, AL; Duncan, RP","2004","The impact of exotic weed competition on a rare New Zealand outcrop herb, Pachycladon cheesemanii (Brassicaceae)","NEW ZEALAND JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=The+impact+of+exotic+weed+competition+on+a+rare+New+Zealand+outcrop+herb,+Pachycladon+cheesemanii+(Brassicaceae)","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Solas, HF; Stabbetorp, OE; Nordal, I","2004","The viability of a plant ""on the edge"": Glaucium flavum (Papaveraceae) in Norway","NORDIC JOURNAL OF BOTANY","None","https://scholar.google.com/scholar?q=The+viability+of+a+plant+""on+the+edge"":+Glaucium+flavum+(Papaveraceae)+in+Norway","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Puebla-Olivares, F; Winker, K","2004","Diet and seed dispersal in two species of tanagers (Habia) from two types of vegetation in Los Tuxtlas, Ceracruz, Mexico","ORNITOLOGIA NEOTROPICAL","None","https://scholar.google.com/scholar?q=Diet+and+seed+dispersal+in+two+species+of+tanagers+(Habia)+from+two+types+of+vegetation+in+Los+Tuxtlas,+Ceracruz,+Mexico","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mahaney, WM; Wardrop, DH; Brooks, RP","2004","Impacts of sedimentation and nitrogen enrichment on wetland plant community development","PLANT ECOLOGY","None","https://scholar.google.com/scholar?q=Impacts+of+sedimentation+and+nitrogen+enrichment+on+wetland+plant+community+development","ML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Czarnecka, J","2004","Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","","50","28","","N","23","29","","E","","Grassland","","","","","50","100000","","1","30","","Extraction","","","","","22","3434","","","","","","","","","","","","","","","","","","",""
"Czarnecka, J","2004","Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","","50","28","","N","23","29","","E","","Grassland","","","","","50","100000","","1","30","","Extraction","","","","","23","3587","","","","","","","","","","","","","","","","","","",""
"Czarnecka, J","2004","Seed longevity and recruitment of seedlings in xerothermic grassland","POLISH JOURNAL OF ECOLOGY","None","https://scholar.google.com/scholar?q=Seed+longevity+and+recruitment+of+seedlings+in+xerothermic+grassland","ML","","50","28","","N","23","29","","E","","Grassland","","","","","50","100000","","1","30","","Extraction","","","","","32","12988","","","","","","","","","","","","","","","","","","",""
