"Author","Year","Title","Journal","Doi","URL"
"Gioria, M; Pysek, P; Baskin, CC; Carta, A",2020,"Phylogenetic relatedness mediates persistence and density of soil seed banks","JOURNAL OF ECOLOGY","10.1111/1365-2745.13437","http://doi.org/10.1111/1365-2745.13437"
"Steiner, BL; Alonso, N; Grillas, P; Jorda, C; Piques, G; Tillier, M; Rovira, N",2020,"Languedoc lagoon environments and man: Building a modern analogue botanical macroremain database for understanding the role of water and edaphology in sedimentation dynamics of archaeobotanical remains at the Roman port ofLattara(Lattes, France)","PLOS ONE","10.1371/journal.pone.0234853","http://doi.org/10.1371/journal.pone.0234853"
"Wood, J; Ballou, JD; Callicrate, T; Fant, JB; Griffith, MP; Kramer, AT; Lacy, RC; Meyer, A; Sullivan, S; Traylor-Holzer, K; Walsh, SK; Havens, K",2020,"Applying the zoo model to conservation of threatened exceptional plant species","CONSERVATION BIOLOGY","10.1111/cobi.13503","http://doi.org/10.1111/cobi.13503"
"Rokaya, MB; Khatri-Chettri, J; Ghimire, SR; Shrestha, BB",2020,"Vegetation and soil seedbank dynamics inParthenium hysterophorusL. invaded subtropical grassland in Nepal","TROPICAL ECOLOGY","10.1007/s42965-020-00085-7","http://doi.org/10.1007/s42965-020-00085-7"
"Wawrzyniak, MK; Michalak, M; Chmielarz, P",2020,"Effect of different conditions of storage on seed viability and seedling growth of six European wild fruit woody plants","ANNALS OF FOREST SCIENCE","10.1007/s13595-020-00963-z","http://doi.org/10.1007/s13595-020-00963-z"
"Miao, RH; Guo, MX; Ma, J; Gao, BW; Alamusa; Miao, Y; Yang, ZL; Liu, YZ",2020,"Shifts in soil seed bank and plant community under nitrogen addition and mowing in an Inner Mongolian steppe","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2020.105900","http://doi.org/10.1016/j.ecoleng.2020.105900"
"Heydari, M; Zeynali, N; Omidipour, R; Bazgir, M; Kohzadian, M; Prevosto, B",2020,"Linkage between plant species diversity and soil-based functions along a post-agricultural succession is influenced by the vegetative forms","ENVIRONMENTAL MONITORING AND ASSESSMENT","10.1007/s10661-020-08378-z","http://doi.org/10.1007/s10661-020-08378-z"
"Csontos, P; Kalapos, T; Faradhimu, T; Laborczi, A; Hardi, T; Tamas, J",2020,"Effects of tree size and park maintenance on soil seed bank ofGleditsia triacanthos, an exotic tree in urban green areas","BIOLOGIA FUTURA","10.1007/s42977-020-00020-w","http://doi.org/10.1007/s42977-020-00020-w"
"Li, L; Xiong, KN",2021,"Study on peak cluster-depression rocky desertification landscape evolution and human activity-influence in South of China","EUROPEAN JOURNAL OF REMOTE SENSING","10.1080/22797254.2020.1777588","http://doi.org/10.1080/22797254.2020.1777588"
"Werner, K; Sarangi, D; Nolte, S; Dotray, P; Bagavathiannan, M",2020,"Late-season surveys to document seed rain potential of Palmer amaranth (Amaranthus palmeri) and waterhemp (Amaranthus tuberculatus) in Texas cotton","PLOS ONE","10.1371/journal.pone.0226054","http://doi.org/10.1371/journal.pone.0226054"
"Hengling, MM; Gianeti, TMR; Hosomi, ST; Machado-Neto, NB; Custodio, CC",2021,"Storage of Brazilian Cattleya seeds from diverse biomes: lipid composition and effects on germination","PLANT BIOSYSTEMS","10.1080/11263504.2020.1762781","http://doi.org/10.1080/11263504.2020.1762781"
"Newton, RJ; Hay, FR; Ellis, RH",2020,"Temporal patterns of seed germination in early spring-flowering temperate woodland geophytes are modified by warming","ANNALS OF BOTANY","10.1093/aob/mcaa025","http://doi.org/10.1093/aob/mcaa025"
"Ma, MJ; Collins, SL; Du, GZ",2020,"Direct and indirect effects of temperature and precipitation on alpine seed banks in the Tibetan Plateau","ECOLOGICAL APPLICATIONS","10.1002/eap.2096","http://doi.org/10.1002/eap.2096"
"Seglias, AE; Finch, J; Kramer, AT",2020,"Germination behaviour of forbs native to the southwestern United States following exposure to short-term seed bank conditions (-20 degrees C)","SEED SCIENCE RESEARCH","10.1017/S096025852000001X","http://doi.org/10.1017/S096025852000001X"
"Davies, RM; Hudson, AR; Dickie, JB; Cook, C; O'Hara, T; Trivedi, C",2020,"Exploring seed longevity of UK native trees: implications for ex situ conservation","SEED SCIENCE RESEARCH","10.1017/S0960258520000215","http://doi.org/10.1017/S0960258520000215"
"Sonderskov, M; Somerville, GJ; Lacoste, M; Jensen, JE; Holst, N",2020,"DK-RIM: Assisting Integrated Management of Lolium multiflorum, Italian Ryegrass","AGRONOMY-BASEL","10.3390/agronomy10060856","http://doi.org/10.3390/agronomy10060856"
"Shi, ZJ; Zhang, JE; Wei, H",2020,"Research Progress on Soil Seed Bank: A Bibliometrics Analysis","SUSTAINABILITY","10.3390/su12124888","http://doi.org/10.3390/su12124888"
"Carasso, V; Mucciarelli, M; Dovana, F; Muller, JV",2020,"Comparative Germination Ecology of Two Endemic Rhaponticum Species (Asteraceae) in Different Climatic Zones of the Ligurian and Maritime Alps (Piedmont, Italy)","PLANTS-BASEL","10.3390/plants9060708","http://doi.org/10.3390/plants9060708"
"Verdeguer, M; Torres-Pagan, N; Munoz, M; Jouini, A; Garcia-Plasencia, S; Chinchilla, P; Berbegal, M; Salamone, A; Agnello, S; Carrubba, A; Cabeiras-Freijanes, L; Regueira-Marcos, L; Sanchez-Moreiras, AM; Blazquez, MA",2020,"Herbicidal Activity ofThymbra capitata(L.) Cav. Essential Oil","MOLECULES","10.3390/molecules25122832","http://doi.org/10.3390/molecules25122832"
"Ebert, AW",2020,"The Role of Vegetable Genetic Resources in Nutrition Security and Vegetable Breeding","PLANTS-BASEL","10.3390/plants9060736","http://doi.org/10.3390/plants9060736"
"de Jesus, JG; Tenreiro, R; Maguas, C; Trindade, H",2020,"Acacia longifolia: A Host of Many Guests Even after Fire","DIVERSITY-BASEL","10.3390/d12060250","http://doi.org/10.3390/d12060250"
"Schutte, BJ; Rashid, A; Wood, JB; Marquez, I",2020,"Colorimetric assay for detecting mechanical damage to weed seeds","WEED TECHNOLOGY","10.1017/wet.2019.125","http://doi.org/10.1017/wet.2019.125"
"Sokolkova, A; Bulyntsev, SV; Chang, PL; Carrasquilla-Garcia, N; Igolkina, AA; Noujdina, NV; von Wettberg, E; Vishnyakova, MA; Cook, DR; Nuzhdin, SV; Samsonova, MG",2020,"Genomic Analysis of Vavilov's Historic Chickpea Landraces Reveals Footprints of Environmental and Human Selection","INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES","10.3390/ijms21113952","http://doi.org/10.3390/ijms21113952"
"de Souza, JD; Aguiar, BAD; dos Santos, DM; de Araujo, VKR; Simoes, JA; de Andrade, JR; Araujo, ED",2020,"Dynamics in the emergence of dormant and non-dormant herbaceous species from the soil seed bank from a Brazilian dry forest","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtaa008","http://doi.org/10.1093/jpe/rtaa008"
"Presotto, A; Hernandez, F; Casquero, M; Vercellino, R; Pandolfo, C; Poverene, M; Cantamutto, M",2020,"Seed bank dynamics of an invasive alien species, Helianthus annuus L.","JOURNAL OF PLANT ECOLOGY","10.1093/jpe/rtaa016","http://doi.org/10.1093/jpe/rtaa016"
"Abell, SR; Chiquoine, LP; Moss, JM; Lassance, ED; Schelz, CD",2020,"Developing minimal-input techniques for invasive plant management: perimeter treatments enlarge native grass patches","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1017/inp.2020.9","http://doi.org/10.1017/inp.2020.9"
"Wang, N; He, XY; Zhao, FW; Wang, DL; Jiao, JY",2020,"Soil seed bank in different vegetation types in the Loess Plateau region and its role in vegetation restoration","RESTORATION ECOLOGY","10.1111/rec.13169","http://doi.org/10.1111/rec.13169"
"Fraga, DA; de Carvalho, AF; Ribeiro, CJB; Santana, RS; Machado, MC; Lacorte, GA",2020,"Establishing population boundaries and conservation proposals for Coleocephalocereus purpureus, a critically endangered cactus species microendemic from Caatinga biome","JOURNAL FOR NATURE CONSERVATION","10.1016/j.jnc.2020.125823","http://doi.org/10.1016/j.jnc.2020.125823"
"Tubeileh, AM; Souikane, RT",2020,"Effect of olive vegetation water and compost extracts on seed germination of four weed species","CURRENT PLANT BIOLOGY","10.1016/j.cpb.2020.100150","http://doi.org/10.1016/j.cpb.2020.100150"
"Newediuk, LJ; Hare, JF",2020,"Burrowing Richardson's ground squirrels affect plant seedling assemblages via environmental but not seed bank changes","CURRENT ZOOLOGY","10.1093/cz/zoz047","http://doi.org/10.1093/cz/zoz047"
"Borrelli, L; Pecetti, L",2020,"Weed seedling emergence in contrasting fodder crop systems following 30 years of cultivation in the lowlands of Northern Italy","WEED RESEARCH","10.1111/wre.12412","http://doi.org/10.1111/wre.12412"
"Castillo, NR; Melgarejo, LM; Blair, MW",2020,"Seed Structural Variability and Germination Capacity in Passiflora edulis Sims f. edulis","FRONTIERS IN PLANT SCIENCE","10.3389/fpls.2020.00498","http://doi.org/10.3389/fpls.2020.00498"
"Zhang, KL; Baskin, JM; Baskin, CC; Cheplick, GP; Yang, XJ; Huang, ZY",2020,"Amphicarpic plants: definition, ecology, geographic distribution, systematics, life history, evolution and use in agriculture","BIOLOGICAL REVIEWS","10.1111/brv.12623","http://doi.org/10.1111/brv.12623"
"Houghton, S; Stevens, MT; Meyer, SE",2020,"Pods as sails but not as boats: dispersal ecology of a habitat-restricted desert milkvetch","AMERICAN JOURNAL OF BOTANY","10.1002/ajb2.1473","http://doi.org/10.1002/ajb2.1473"
"De Vitis, M; Hay, FR; Dickie, JB; Trivedi, C; Choi, J; Fiegener, R",2020,"Seed storage: maintaining seed viability and vigor for restoration use","RESTORATION ECOLOGY","10.1111/rec.13174","http://doi.org/10.1111/rec.13174"
"Brown, C; Cahill, JF",2020,"Standing vegetation as a coarse biotic filter for seed bank dynamics: Effects of gap creation on seed inputs and outputs in a native grassland","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12890","http://doi.org/10.1111/jvs.12890"
"Rotches-Ribalta, R; Sans, FX; Mayer, J; Mader, P",2020,"Long-term farming systems and last crop sown shape the species and functional composition of the arable weed seed bank","APPLIED VEGETATION SCIENCE","10.1111/avsc.12496","http://doi.org/10.1111/avsc.12496"
"Akita, S; Murasawa, H; Kondo, M; Takano, Y; Kawakami, Y; Nagai, S; Fujita, D",2020,"DNA metabarcoding analysis of macroalgal seed banks on shell surface of the limpetNiveotectura pallida","EUROPEAN JOURNAL OF PHYCOLOGY","10.1080/09670262.2020.1750056","http://doi.org/10.1080/09670262.2020.1750056"
"Wang, J; Zhao, XY; Baskin, CC; Wang, LY; Li, YH",2020,"Seasonal germination responses of seeds in fruits of the cold desert shrubZygophyllum xanthoxylonburied in the field","ARID LAND RESEARCH AND MANAGEMENT","10.1080/15324982.2020.1763514","http://doi.org/10.1080/15324982.2020.1763514"
"Akita, S; Murasawa, H; Takano, Y; Kawakami, Y; Fujita, D; Nagai, S",2020,"Variation in ""bank of microscopic forms"" in urchin barren coast: detection using DNA metabarcoding based on high-throughput sequencing","JOURNAL OF APPLIED PHYCOLOGY","10.1007/s10811-020-02122-3","http://doi.org/10.1007/s10811-020-02122-3"
"Jara-Guerrero, A; Espinosa, CI; Mendez, M; De la Cruz, M; Escudero, A",2020,"Dispersal syndrome influences the match between seed rain and soil seed bank of woody species in a Neotropical dry forest","JOURNAL OF VEGETATION SCIENCE","10.1111/jvs.12894","http://doi.org/10.1111/jvs.12894"
"Oshima, K; Takahashi, K",2020,"Forest disturbances promote invasion of alien herbaceous plants: a comparison of abundance and plant traits between alien and native species in thinned and unthinned stands","BIOLOGICAL INVASIONS","10.1007/s10530-020-02283-9","http://doi.org/10.1007/s10530-020-02283-9"
"Zhou, D; Yu, JB; Guan, B; Li, YZ; Yu, M; Qu, FZ; Zhan, C; Lv, ZB; Wu, HF; Wang, Q; Yang, JS",2020,"A Comparison of the Development of Wetland Restoration Techniques in China and Other Nations","WETLANDS","10.1007/s13157-020-01305-5","http://doi.org/10.1007/s13157-020-01305-5"
"Poniatowski, D; Stuhldreher, G; Helbing, F; Hamer, U; Fartmann, T",2020,"Restoration of calcareous grasslands: The early successional stage promotes biodiversity","ECOLOGICAL ENGINEERING","10.1016/j.ecoleng.2020.105858","http://doi.org/10.1016/j.ecoleng.2020.105858"
"Breman, E; Hurdu, BI; Kliment, J; Kobiv, Y; Kucera, J; Mraz, P; Puscas, M; Renaud, J; Ronikier, M; Sibik, J; Schmotzer, A; Stubnova, E; Szatmari, PM; Tasenkevich, L; Turis, P; Slovak, M",2020,"Conserving the endemic flora of the Carpathian Region: an international project to increase and share knowledge of the distribution, evolution and taxonomy of Carpathian endemics and to conserve endangered species","PLANT SYSTEMATICS AND EVOLUTION","10.1007/s00606-020-01685-5","http://doi.org/10.1007/s00606-020-01685-5"
