"Author","Year","Title","Journal","Doi","URL"
"Lutman, PJW; Freeman, SE; Pekrun, C",2003,"The long-term persistence of seeds of oilseed rape (Brassica napus) in arable fields","JOURNAL OF AGRICULTURAL SCIENCE","10.1017/S0021859603003575","http://doi.org/10.1017/S0021859603003575"
"Shem-Tov, S; Fennimore, SA",2003,"Seasonal changes in annual bluegrass (Poa annua) germinability and emergence","WEED SCIENCE","10.1614/0043-1745(2003)051[0690:SCIABP]2.0.CO;2","http://doi.org/10.1614/0043-1745(2003)051[0690:SCIABP]2.0.CO;2"
"Ekeleme, F; Akobundu, IO; Isichei, AO; Chikoye, D",2003,"Cover crops reduce weed seedbanks in maize-cassava systems in southwestern Nigeria","WEED SCIENCE","10.1614/0043-1745(2003)051[0774:CCRWSI]2.0.CO;2","http://doi.org/10.1614/0043-1745(2003)051[0774:CCRWSI]2.0.CO;2"
"Bennett, SJ; Mathews, A",2003,"Assessment of genetic diversity in clover species from Sardinia, Italy, using AFLP analysis","PLANT BREEDING","10.1046/j.1439-0523.2003.00860.x","http://doi.org/10.1046/j.1439-0523.2003.00860.x"
"Espinosa-Garcia, FJ; Vazquez-Bravo, R; Martinez-Ramos, M",2003,"Survival, germinability and fungal colonization of dimorphic achenes of the annual weed Galinsoga parviflora buried in the soil","WEED RESEARCH","10.1046/j.1365-3180.2003.00343.x","http://doi.org/10.1046/j.1365-3180.2003.00343.x"
"Mullen, JD; Taylor, DB; Fofana, M; Kebe, D",2003,"A bio-economic model of long-run Striga control with an application to subsistence farming in Mali","INTERNATIONAL JOURNAL OF PEST MANAGEMENT","10.1080/0967087031000112708","http://doi.org/10.1080/0967087031000112708"
"Webster, TM; Cardina, J; White, AD",2003,"Weed seed rain, soil seedbanks, and seedling recruitment in no-tillage crop rotations","WEED SCIENCE","10.1614/0043-1745(2003)051[0569:WSRSSA]2.0.CO;2","http://doi.org/10.1614/0043-1745(2003)051[0569:WSRSSA]2.0.CO;2"
"Barnes, JW; Oliver, LR",2003,"Cultural practices and glyphosate applications for sicklepod (Senna obtusifolia) control in soybean (Glycine max)","WEED TECHNOLOGY","10.1614/0890-037X(2003)017[0429:CPAGAF]2.0.CO;2","http://doi.org/10.1614/0890-037X(2003)017[0429:CPAGAF]2.0.CO;2"
"Nordblom, TL; Jones, RE; Medd, RW",2003,"Economics of factor adjusted herbicide doses: a simulation analysis of best efficacy targeting strategies (BETS)","AGRICULTURAL SYSTEMS","10.1016/S0308-521X(02)00036-7","http://doi.org/10.1016/S0308-521X(02)00036-7"
"Forcella, F",2003,"United States department of agriculture - Agricultural Research Service Research on pest biology: weeds","PEST MANAGEMENT SCIENCE","10.1002/ps.620","http://doi.org/10.1002/ps.620"
"Marshall, EJP; Brown, VK; Boatman, ND; Lutman, PJW; Squire, GR; Ward, LK",2003,"The role of weeds in supporting biological diversity within crop fields","WEED RESEARCH","10.1046/j.1365-3180.2003.00326.x","http://doi.org/10.1046/j.1365-3180.2003.00326.x"
"Marriott, CA; Bolton, GR; Fisher, JM",2003,"Changes in species composition of abandoned sown swards after imposing seasonal cutting treatments","GRASS AND FORAGE SCIENCE","10.1046/j.1365-2494.2003.00350.x","http://doi.org/10.1046/j.1365-2494.2003.00350.x"
"Austrheim, G; Eriksson, O",2003,"Recruitment and life-history traits of sparse plant species in subalpine grasslands","CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE","10.1139/B03-010","http://doi.org/10.1139/B03-010"
"Torresen, KS; Skuterud, R; Tandsaether, HJ; Hagemo, MB",2003,"Long-term experiments with reduced tillage in spring cereals. I. Effects on weed flora, weed seedbank and grain yield","CROP PROTECTION","10.1016/S0261-2194(02)00145-X","http://doi.org/10.1016/S0261-2194(02)00145-X"
"Grundy, AC",2003,"Predicting weed emergence: a review of approaches and future challenges","WEED RESEARCH","10.1046/j.1365-3180.2003.00317.x","http://doi.org/10.1046/j.1365-3180.2003.00317.x"
"Vanhala, P; Pietola, L",2003,"Effect of conservation tillage and peat application on weed infestation on a clay soil","AGRICULTURAL AND FOOD SCIENCE IN FINLAND","10.23986/afsci.5748","http://doi.org/10.23986/afsci.5748"
"Benvenuti, S",2003,"Soil texture involvement in germination and emergence of buried weed seeds","AGRONOMY JOURNAL","10.2134/agronj2003.0191","http://doi.org/10.2134/agronj2003.0191"
"Gardener, MR; Whalley, RDB; Sindel, BM",2003,"Ecology of Nassella neesiana, Chilean needle grass, in pastures on the Northern Tablelands of New South Wales. II. Seedbank dynamics, seed germination, and seedling recruitment","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR01076","http://doi.org/10.1071/AR01076"
"Abbott, LB; Roundy, BA",2003,"Available water influences field germination and recruitment of seeded grasses","JOURNAL OF RANGE MANAGEMENT","10.2307/4003882","http://doi.org/10.2307/4003882"
"Gulden, RH; Shirtliffe, SJ",2003,"Harvest losses of canola (Brassica napus) cause large seedbank inputs","WEED SCIENCE","10.1614/0043-1745(2003)051[0083:HLOCBN]2.0.CO;2","http://doi.org/10.1614/0043-1745(2003)051[0083:HLOCBN]2.0.CO;2"
"O'Donovan, JT; Harker, KN; Blackshaw, RE; Stougaard, RN",2003,"Effects of variable tralkoxydim rates on wild oat (Avena fatua) seed production, wheat (Triticum aestivum) yield, and economic return","WEED TECHNOLOGY","10.1614/0890-037X(2003)017[0149:EOVTRO]2.0.CO;2","http://doi.org/10.1614/0890-037X(2003)017[0149:EOVTRO]2.0.CO;2"
"Eyherabide, JJ; Calvino, PA; Forcella, F; Cendoya, G; Oskoui, KE",2003,"Solaria help predict in-crop weed densities","WEED TECHNOLOGY","10.1614/0890-037X(2003)017[0166:SHPICW]2.0.CO;2","http://doi.org/10.1614/0890-037X(2003)017[0166:SHPICW]2.0.CO;2"
"Puricelli, E; Orioli, G; Sabbatini, MR",2002,"Demography of Anoda cristata in wide- and narrow-row soyabean","WEED RESEARCH","10.1046/j.1365-3180.2002.00307.x","http://doi.org/10.1046/j.1365-3180.2002.00307.x"
"Kyser, GB; DiTomaso, JM",2002,"Instability in a grassland community after the control of yellow starthistle (Centaurea solstitialis) with prescribed burning","WEED SCIENCE","10.1614/0043-1745(2002)050[0648:IIAGCA]2.0.CO;2","http://doi.org/10.1614/0043-1745(2002)050[0648:IIAGCA]2.0.CO;2"
"Higgins, SI; Cain, ML",2002,"Spatially realistic plant metapopulation models and the colonization-competition trade-off","JOURNAL OF ECOLOGY","10.1046/j.1365-2745.2002.00694.x","http://doi.org/10.1046/j.1365-2745.2002.00694.x"
"Pakeman, RJ; Digneffe, G; Small, JL",2002,"Ecological correlates of endozoochory by herbivores","FUNCTIONAL ECOLOGY","10.1046/j.1365-2435.2002.00625.x","http://doi.org/10.1046/j.1365-2435.2002.00625.x"
"Freckleton, RP; Watkinson, AR",2002,"Large-scale spatial dynamics of plants: metapopulations, regional ensembles and patchy populations","JOURNAL OF ECOLOGY","10.1046/j.1365-2745.2002.00692.x","http://doi.org/10.1046/j.1365-2745.2002.00692.x"
"Cione, NK; Padgett, PE; Allen, EB",2002,"Restoration of a native shrubland impacted by exotic grasses, frequent fire, and nitrogen deposition in southern California","RESTORATION ECOLOGY","10.1046/j.1526-100X.2002.02038.x","http://doi.org/10.1046/j.1526-100X.2002.02038.x"
"Colbach, N; Chauvel, B; Durr, C; Richard, G",2002,"Effect of environmental conditions on Alopecurus myosuroides germination. I. Effect of temperature and light","WEED RESEARCH","10.1046/j.1365-3180.2002.00279.x","http://doi.org/10.1046/j.1365-3180.2002.00279.x"
"Colbach, N; Durr, C; Chauvel, B; Richard, G",2002,"Effect of environmental conditions on Alopecurus myosuroides germination. II. Effect of moisture conditions and storage length","WEED RESEARCH","10.1046/j.0043-1737.2002.00280.x","http://doi.org/10.1046/j.0043-1737.2002.00280.x"
"Lutman, PJW; Cussans, GW; Wright, KJ; Wilson, BJ; Wright, GM; Lawson, HM",2002,"The persistence of seeds of 16 weed species over six years in two arable fields","WEED RESEARCH","10.1046/j.0043-1737.2002.00281.x","http://doi.org/10.1046/j.0043-1737.2002.00281.x"
"Torresen, KS; Skuterud, R",2002,"Plant protection in spring cereal production with reduced tillage. IV. Changes in the weed flora and weed seedbank","CROP PROTECTION","10.1016/S0261-2194(01)00081-3","http://doi.org/10.1016/S0261-2194(01)00081-3"
"Dekker, J; Hargrove, M",2002,"Weedy adaptation in Setaria spp. v. effects of gaseous environment on giant foxtail (Setaria faberii) (poaceae) seed germination","AMERICAN JOURNAL OF BOTANY","10.3732/ajb.89.3.410","http://doi.org/10.3732/ajb.89.3.410"
"Bostrom, U; Fogelfors, H",2002,"Long-term effects of herbicide-application strategies on weeds and yield in spring-sown cereals","WEED SCIENCE","10.1614/0043-1745(2002)050[0196:LTEOHA]2.0.CO;2","http://doi.org/10.1614/0043-1745(2002)050[0196:LTEOHA]2.0.CO;2"
"Norman, HC; Galwey, NW; Cocks, PS",2002,"Hardseededness in annual clovers: variation within populations and subsequent shifts due to environmental changes","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR01116","http://doi.org/10.1071/AR01116"
"Grace, BS; Sheppard, AW; Whalley, RDB; Sindel, BM",2002,"Seedbanks and seedling emergence of saffron thistle (Carthamus lanatus) in eastern Australian pastures","AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH","10.1071/AR02030","http://doi.org/10.1071/AR02030"
"Bradstock, RA; Cohn, JS",2002,"Demographic characteristics of mallee pine (Callitris verrucosa) in fire-prone mallee communities of central New South Wales","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT02019","http://doi.org/10.1071/BT02019"
"Kelman, WM; Lodge, GM; Culvenor, RA",2002,"Influence of panicle fragment size on ant seed-harvesting and seedling recruitment in Phalaris aquatica","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA01140","http://doi.org/10.1071/EA01140"
"Dias, LS; Moreira, I",2002,"Interaction between water soluble and volatile compounds of Cistus ladanifer L.","CHEMOECOLOGY","10.1007/s00049-002-8329-x","http://doi.org/10.1007/s00049-002-8329-x"
"Norsworthy, JK; Oliver, LR",2002,"Hemp sesbania interference in drill-seeded glyphosate-resistant soybean","WEED SCIENCE","10.1614/0043-1745(2002)050[0034:HSIIDS]2.0.CO;2","http://doi.org/10.1614/0043-1745(2002)050[0034:HSIIDS]2.0.CO;2"
"Menalled, FD; Gross, KL; Hammond, M",2001,"Weed aboveground and seedbank community responses to agricultural management systems","ECOLOGICAL APPLICATIONS","10.2307/3061080","http://doi.org/10.2307/3061080"
"Maron, JL; Vila, M",2001,"When do herbivores affect plant invasion? Evidence for the natural enemies and biotic resistance hypotheses","OIKOS","10.1034/j.1600-0706.2001.950301.x","http://doi.org/10.1034/j.1600-0706.2001.950301.x"
"O'Donovan, JT; Harker, KN; Clayton, GW; Newman, JC; Robinson, D; Hall, LM",2001,"Barley seeding rate influences the effects of variable herbicide rates on wild oat","WEED SCIENCE","10.1614/0043-1745(2001)049[0746:BSRITE]2.0.CO;2","http://doi.org/10.1614/0043-1745(2001)049[0746:BSRITE]2.0.CO;2"
"Felix, J; Owen, MDK",2001,"Weed seedbank dynamics in post conservation reserve program land","WEED SCIENCE","10.1614/0043-1745(2001)049[0780:WSDIPC]2.0.CO;2","http://doi.org/10.1614/0043-1745(2001)049[0780:WSDIPC]2.0.CO;2"
"Vidotto, F; Ferrero, A; Ducco, G",2001,"A mathematical model to predict the population dynamics of Oryza sativa var. sylvatica","WEED RESEARCH","10.1046/j.1365-3180.2001.00244.x","http://doi.org/10.1046/j.1365-3180.2001.00244.x"
"Kent, RJ; Johnson, DE",2001,"Influence of flood depth and duration on growth of lowland rice weeds, Cote d'Ivoire","CROP PROTECTION","10.1016/S0261-2194(01)00034-5","http://doi.org/10.1016/S0261-2194(01)00034-5"
"Bussan, AJ; Boerboom, CM",2001,"Modeling the integrated management of giant foxtail in corn-soybean","WEED SCIENCE","10.1614/0043-1745(2001)049[0675:MTIMOG]2.0.CO;2","http://doi.org/10.1614/0043-1745(2001)049[0675:MTIMOG]2.0.CO;2"
"Tieu, A; Dixon, KW; Meney, KA; Sivasithamparam, K",2001,"The interaction of heat and smoke in the release of seed dormancy in seven species from southwestern Western Australia","ANNALS OF BOTANY","10.1006/anbo.2001.1451","http://doi.org/10.1006/anbo.2001.1451"
"Manschadi, AM; Sauerborn, J; Stutzel, H",2001,"Quantitative aspects of Orobanche crenata infestation in faba beans as affected by abiotic factors and parasite soil seedbank","WEED RESEARCH","10.1046/j.1365-3180.2001.00240.x","http://doi.org/10.1046/j.1365-3180.2001.00240.x"
"Barberi, P; Lo Cascio, B",2001,"Long-term tillage and crop rotation effects on weed seedbank size and composition","WEED RESEARCH","10.1046/j.1365-3180.2001.00241.x","http://doi.org/10.1046/j.1365-3180.2001.00241.x"
"De Clavijo, ER",2001,"The role of dimorphic achenes in the biology of the annual weed Leontodon longirrostris","WEED RESEARCH","10.1046/j.1365-3180.2001.00237.x","http://doi.org/10.1046/j.1365-3180.2001.00237.x"
"Pettit, NE; Froend, RH",2001,"Availability of seed for recruitment of riparian vegetation: a comparison of a tropical and a temperate river ecosystem in Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT00059","http://doi.org/10.1071/BT00059"
"Norris, RF; Elmore, CL; Rejmanek, M; Akey, WC",2001,"Spatial arrangement, density, and competition between barnyardgrass and tomato: II. Barnyardgrass growth and seed production","WEED SCIENCE","10.1614/0043-1745(2001)049[0069:SADACB]2.0.CO;2","http://doi.org/10.1614/0043-1745(2001)049[0069:SADACB]2.0.CO;2"
"Benefield, CB; DiTomaso, JM; Kyser, GB; Tschohl, A",2001,"Reproductive biology of yellow starthistle: maximizing late-season control","WEED SCIENCE","10.1614/0043-1745(2001)049[0083:RBOYSM]2.0.CO;2","http://doi.org/10.1614/0043-1745(2001)049[0083:RBOYSM]2.0.CO;2"
"Kenny, BJ",2000,"Influence of multiple fire-related germination cues on three Sydney Grevillea (Proteaceae) species","AUSTRAL ECOLOGY","10.1046/j.1442-9993.2000.01066.x","http://doi.org/10.1046/j.1442-9993.2000.01066.x"
"Graae, BJ; Sunde, PB",2000,"The impact of forest continuity and management on forest floor vegetation evaluated by species traits","ECOGRAPHY","10.1034/j.1600-0587.2000.t01-1-230509.x","http://doi.org/10.1034/j.1600-0587.2000.t01-1-230509.x"
"Cavan, G; Cussans, J; Moss, SR",2000,"Modelling different cultivation and herbicide strategies for their effect on herbicide resistance in Alopecurus myosuroides","WEED RESEARCH","10.1046/j.1365-3180.2000.00211.x","http://doi.org/10.1046/j.1365-3180.2000.00211.x"
"Warwick, SI; Beckie, HJ; Thomas, AG; McDonald, T",2000,"The biology of Canadian weeds. 8. Sinapis arvensis L. (updated)","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/P99-139","http://doi.org/10.4141/P99-139"
"O'Donovan, JT; McAndrew, DW",2000,"Effect of tillage on weed populations in continuous barley (Hordeum vulgare)","WEED TECHNOLOGY","10.1614/0890-037X(2000)014[0726:EOTOWP]2.0.CO;2","http://doi.org/10.1614/0890-037X(2000)014[0726:EOTOWP]2.0.CO;2"
"Letnic, M; Dickman, CR; McNaught, G",2000,"Bet-hedging and germination in the Australian arid zone shrub Acacia ligulata","AUSTRAL ECOLOGY","10.1111/j.1442-9993.2000.tb00042.x","http://doi.org/10.1111/j.1442-9993.2000.tb00042.x"
"Maron, JL; Gardner, SN",2000,"Consumer pressure, seed versus safe-site limitation, and plant population dynamics","OECOLOGIA","10.1007/s004420000382","http://doi.org/10.1007/s004420000382"
"Lortie, CJ; Ganey, DT; Kotler, BP",2000,"The effects of gerbil foraging on the natural seedbank and consequences on the annual plant community","OIKOS","10.1034/j.1600-0706.2000.900221.x","http://doi.org/10.1034/j.1600-0706.2000.900221.x"
"Colbach, N; Meynard, JM; Clermont-Dauphin, C; Champolivier, J",2000,"GeneSys-Colza: a model for the medium-term and long-term effects of cultivation systems on the flows of genes between colza fields and new growth in a given agricultural area","OCL-OLEAGINEUX CORPS GRAS LIPIDES","10.1051/ocl.2000.0329","http://doi.org/10.1051/ocl.2000.0329"
"Vanasse, A; Leroux, GD",2000,"Floristic diversity, size, and vertical distribution of the weed seedbank in ridge and conventional tillage systems","WEED SCIENCE","10.1614/0043-1745(2000)048[0454:FDSAVD]2.0.CO;2","http://doi.org/10.1614/0043-1745(2000)048[0454:FDSAVD]2.0.CO;2"
"Mickelson, JA; Harvey, RG",2000,"Woolly cupgrass (Eriochloa villosa) management in corn (Zea mays) by sequential herbicide applications and cultivation","WEED TECHNOLOGY","10.1614/0890-037X(2000)014[0502:WCEVMI]2.0.CO;2","http://doi.org/10.1614/0890-037X(2000)014[0502:WCEVMI]2.0.CO;2"
"Eshel, A; Henig-Sever, N; Ne'eman, G",2000,"Spatial variation of seedling distribution in an east Mediterranean pine woodland at the beginning of post-fire succession","PLANT ECOLOGY","10.1023/A:1009880416760","http://doi.org/10.1023/A:1009880416760"
"Bostrom, U; Hansson, M; Fogelfors, H",2000,"Weeds and yields of spring cereals as influenced by stubble-cultivation and reduced doses of herbicides in five long-term trials","JOURNAL OF AGRICULTURAL SCIENCE","10.1017/S0021859699007662","http://doi.org/10.1017/S0021859699007662"
"Swanton, CJ; Shrestha, A; Knezevic, SZ; Roy, RC; Ball-Coelho, BR",2000,"Influence of tillage type on vertical weed seedbank distribution in a sandy soil","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/P99-020","http://doi.org/10.4141/P99-020"
"Madsen, KH; Streibig, JC",2000,"Simulating weed management in glyphosate-tolerant crops: greenhouse and field studies","PEST MANAGEMENT SCIENCE","10.1002/(SICI)1526-4998(200004)56:4<340::AID-PS124>3.0.CO;2-8","http://doi.org/10.1002/(SICI)1526-4998(200004)56:4<340::AID-PS124>3.0.CO;2-8"
"Blackshaw, RE; Semach, GP; O'Donovan, JT",2000,"Utilization of wheat seed rate to manage redstem filaree (Erodium cicutarium) in a zero-tillage cropping system","WEED TECHNOLOGY","10.1614/0890-037X(2000)014[0389:UOWSRT]2.0.CO;2","http://doi.org/10.1614/0890-037X(2000)014[0389:UOWSRT]2.0.CO;2"
"Roman, ES; Murphy, SD; Swanton, CJ",2000,"Simulation of Chenopodium album seedling emergence","WEED SCIENCE","10.1614/0043-1745(2000)048[0217:SOCASE]2.0.CO;2","http://doi.org/10.1614/0043-1745(2000)048[0217:SOCASE]2.0.CO;2"
"Squire, GR; Rodger, S; Wright, G",2000,"Community-scale seedbank response to less intense rotation and reduced herbicide input at three sites","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.2000.tb00008.x","http://doi.org/10.1111/j.1744-7348.2000.tb00008.x"
"Auld, TD; Keith, DA; Bradstock, RA",2000,"Patterns in longevity of soil seedbanks in fire-prone communities of south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT99046","http://doi.org/10.1071/BT99046"
"Williams, PR",2000,"Fire-stimulated rainforest seedling recruitment and vegetative regeneration in a densely grassed wet sclerophyll forest of north-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT99020","http://doi.org/10.1071/BT99020"
"Fulkerson, WJ; Fennell, JFM; Slack, K",2000,"Production and forage quality of prairie grass (Bromus willdenowii) in comparison to perennial ryegrass (Lolium perenne) and tall fescue (Festuca arundinacea) in subtropical dairy pastures","AUSTRALIAN JOURNAL OF EXPERIMENTAL AGRICULTURE","10.1071/EA00056","http://doi.org/10.1071/EA00056"
"Stump, WL; Westra, P",2000,"The seedbank dynamics of feral rye (Secale cereale)","WEED TECHNOLOGY","10.1614/0890-037X(2000)014[0007:TSDOFR]2.0.CO;2","http://doi.org/10.1614/0890-037X(2000)014[0007:TSDOFR]2.0.CO;2"
"Ruiz, M; Martin, I; de la Cuadra, C",1999,"Cereal seed viability after 10 years of storage in active and base germplasm collections","FIELD CROPS RESEARCH","10.1016/S0378-4290(99)00044-1","http://doi.org/10.1016/S0378-4290(99)00044-1"
"Evans, KG; Saynor, MJ; Willgoose, GR",1999,"Changes in hydrology, sediment loss and microtopography of a vegetated mine waste rock dump impacted by fire","LAND DEGRADATION & DEVELOPMENT","10.1002/(SICI)1099-145X(199911/12)10:6<507::AID-LDR341>3.0.CO;2-#","http://doi.org/10.1002/(SICI)1099-145X(199911/12)10:6<507::AID-LDR341>3.0.CO;2-#"
"Pakeman, RJ; Engelen, J; Attwood, JP",1999,"Rabbit endozoochroy and seedbank build-up in an acidic grassland","PLANT ECOLOGY","10.1023/A:1009864030814","http://doi.org/10.1023/A:1009864030814"
"Ghassali, F; Cocks, PS; Osman, AE; Gintzburger, G; Christiansen, S; Semaan, A; Leybourne, M",1999,"Rehabilitation of degraded grasslands in north Syria: Use of farmer participatory research to encourage the sowing of annual pasture legumes","EXPERIMENTAL AGRICULTURE","10.1017/S0014479799354089","http://doi.org/10.1017/S0014479799354089"
"Auld, TD; Denham, AJ",1999,"The role of ants and mammals in dispersal and post-dispersal seed predation of the shrubs Grevillea (Proteaceae)","PLANT ECOLOGY","10.1023/A:1009817132378","http://doi.org/10.1023/A:1009817132378"
"Stahl, LAB; Johnson, GA; Wyse, DL; Buhler, DD; Gunsolus, JL",1999,"Effect of tillage on timing of Setaria spp. emergence and growth","WEED SCIENCE","10.1017/S0043174500092274","http://doi.org/10.1017/S0043174500092274"
"Mickelson, JA; Harvey, RG",1999,"Relating Eriochloa villosa emergence to interference in Zea mays","WEED SCIENCE","10.1017/S0043174500092286","http://doi.org/10.1017/S0043174500092286"
"Hartzler, RG; Buhler, DD; Stoltenberg, DE",1999,"Emergence characteristics of four annual weed species","WEED SCIENCE","10.1017/S0043174500092298","http://doi.org/10.1017/S0043174500092298"
"Pakeman, RJ; Cummins, RP; Miller, GR; Roy, DB",1999,"Potential climatic control of seedbank density","SEED SCIENCE RESEARCH","10.1017/S0960258599000112","http://doi.org/10.1017/S0960258599000112"
"Lopez-Granados, F; Garcia-Torres, L",1999,"Longevity of crenate broomrape (Orobanche crenata) seed under soil and laboratory conditions","WEED SCIENCE","10.1017/S0043174500091578","http://doi.org/10.1017/S0043174500091578"
"DiTomaso, JM; Kyser, GB; Hastings, MS",1999,"Prescribed burning for control of yellow starthistle (Centaurea solstitialis) and enhanced native plant diversity","WEED SCIENCE","10.1017/S0043174500091669","http://doi.org/10.1017/S0043174500091669"
"Dorado, J; Del Monte, JP; Lopez-Fando, C",1999,"Weed seedbank response to crop rotation and tillage in semiarid agroecosystems","WEED SCIENCE","10.1017/S0043174500090676","http://doi.org/10.1017/S0043174500090676"
"Dieleman, JA; Mortensen, DA; Martin, AR",1999,"Influence of velvetleaf (Abutilon theophrasti) and common sunflower (Helianthus annuus) density variation on weed management outcomes","WEED SCIENCE","10.1017/S004317450009069X","http://doi.org/10.1017/S004317450009069X"
"Mulugeta, D; Boerboom, CM",1999,"Seasonal abundance and spatial pattern of Setaria faberi, Chenopodium album, and Abutilon theophrasti in reduced-tillage soybeans","WEED SCIENCE","10.1017/S0043174500090718","http://doi.org/10.1017/S0043174500090718"
"Legere, A; Samson, N",1999,"Relative influence of crop rotation, tillage, and weed management on weed associations in spring barley cropping systems","WEED SCIENCE","10.1017/S0043174500090731","http://doi.org/10.1017/S0043174500090731"
"Clay, SA; Aguilar, I",1998,"Weed seedbanks and corn growth following continuous corn or alfalfa","AGRONOMY JOURNAL","10.2134/agronj1998.00021962009000060016x","http://doi.org/10.2134/agronj1998.00021962009000060016x"
"Cavan, G; Biss, P; Moss, SR",1998,"Herbicide resistance and gene flow in wild-oats (Avena fatua and Avena sterilis ssp. ludoviciana)","ANNALS OF APPLIED BIOLOGY","10.1111/j.1744-7348.1998.tb05821.x","http://doi.org/10.1111/j.1744-7348.1998.tb05821.x"
"Finlay, BJ; Esteban, GF",1998,"Freshwater protozoa: biodiversity and ecological function","BIODIVERSITY AND CONSERVATION","10.1023/A:1008879616066","http://doi.org/10.1023/A:1008879616066"
"Mitchell, RJ; Marrs, RH; Auld, MHD",1998,"A comparative study of the seedbanks of heathland and successional habitats in Dorset, Southern England","JOURNAL OF ECOLOGY","10.1046/j.1365-2745.1998.00281.x","http://doi.org/10.1046/j.1365-2745.1998.00281.x"
"Ball, DA; Walenta, DL; Rasmussen, PE",1998,"Impact of nitrogen fertilization and stubble burning on the downy brome seedbank in a winter wheat fallow rotation","JOURNAL OF PRODUCTION AGRICULTURE","10.2134/jpa1998.0342","http://doi.org/10.2134/jpa1998.0342"
"Zhang, JH; Hamill, AS",1998,"Temporal and spatial distributions of velvetleaf seedlings after 1 year's seeding","WEED SCIENCE","10.1017/S0043174500090822","http://doi.org/10.1017/S0043174500090822"
"Barrapour, MT; Oliver, LR",1998,"Effect of tillage and interference on common cocklebur (Xanthium strumarium) and sicklepod (Senna obtusifolia) population, seed production, and seedbank","WEED SCIENCE","10.1017/S0043174500090846","http://doi.org/10.1017/S0043174500090846"
"Allen, PS; Meyer, SE",1998,"Ecological aspects of seed dormancy loss","SEED SCIENCE RESEARCH","10.1017/S0960258500004098","http://doi.org/10.1017/S0960258500004098"
"Wille, MJ; Thill, DC; Price, WJ",1998,"Wild oat (Avena fatua) seed production in spring barley (Hordeum vulgare) is affected by the interaction of wild oat density and herbicide rate","WEED SCIENCE","10.1017/S0043174500089517","http://doi.org/10.1017/S0043174500089517"
"Pekrun, C; Hewitt, JDJ; Lutman, PJW",1998,"Cultural control of volunteer oilseed rape (Brassica napus)","JOURNAL OF AGRICULTURAL SCIENCE","10.1017/S0021859697005169","http://doi.org/10.1017/S0021859697005169"
"Olson, BE; Wallander, RT",1998,"Effect of sheep grazing on a leafy spurge-infested Idaho fescue community","JOURNAL OF RANGE MANAGEMENT","10.2307/4003214","http://doi.org/10.2307/4003214"
"Young, JA; Trent, JD; Blank, RR; Palmquist, DE",1998,"Nitrogen interactions with medusahead (Taeniatherum caput-medusae ssp. asperum) seedbanks","WEED SCIENCE","10.1017/S0043174500090408","http://doi.org/10.1017/S0043174500090408"
"Masood, E",1998,"Call for moratorium on seedbank patents","NATURE","10.1038/35703","http://doi.org/10.1038/35703"
"Tozer, MG",1998,"Distribution of the soil seedbank and influence of fire on seedling emergence in Acacia saligna growing on the central coast of New South Wales","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT97055","http://doi.org/10.1071/BT97055"
"Bond, W; Moore, HC; Atkinson, RJ; Bevan, JR; Lennartsson, MEK",1998,"Changes in the weed seedbank following different weeding treatments in drilled salad onion and carrot crops grown in organic and conventional systems","BIOLOGICAL AGRICULTURE & HORTICULTURE","10.1080/01448765.1998.9755232","http://doi.org/10.1080/01448765.1998.9755232"
"Pita, JM; Perez-Garcia, F; Escudero, A; de la Cuadra, C",1998,"Viability of Avena sativa L. seeds after 10 years of storage in base collection","FIELD CROPS RESEARCH","10.1016/S0378-4290(97)00078-6","http://doi.org/10.1016/S0378-4290(97)00078-6"
"Orwig, DA; Foster, DR",1998,"Forest response to the introduced hemlock woolly adelgid in southern New England, USA","JOURNAL OF THE TORREY BOTANICAL SOCIETY","10.2307/2997232","http://doi.org/10.2307/2997232"
"Gallagher, RS; Cardina, J",1998,"Phytochrome-mediated Amaranthus germination I: Effect of seed burial and germination temperature","WEED SCIENCE","10.1017/S0043174500090159","http://doi.org/10.1017/S0043174500090159"
"Gallagher, RS; Cardina, J",1998,"Phytochrome-mediated Amaranthus germination II: development of very low fluence sensitivity","WEED SCIENCE","10.1017/S0043174500090160","http://doi.org/10.1017/S0043174500090160"
"Webster, TM; Cardina, J; Norquay, HM",1998,"Tillage and seed depth effects on velvetleaf (Abutilon theophrasti) emergence","WEED SCIENCE","10.1017/S0043174500090202","http://doi.org/10.1017/S0043174500090202"
