PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Hartzler, RG; Buhler, DD; Stoltenberg, DE",,,,"Hartzler, RG; Buhler, DD; Stoltenberg, DE",,,Emergence characteristics of four annual weed species,WEED SCIENCE,,,,,,,,,,,,,,,,"Hartzler, Robert/B-5690-2018","Hartzler, Robert/0000-0002-1323-7213",,,,,,,,,,,,0043-1745,,,,,SEP-OCT,1999,47,5,,,,,578,584,,10.1017/S0043174500092298,,,,,,,WOS:000084124600017,,,,,
J,"Unger, PW; Miller, SD; Jones, OR",,,,"Unger, PW; Miller, SD; Jones, OR",,,Weed seeds in long-term dryland tillage and cropping system plots,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,JUN,1999,39,3,,,,,213,223,,,,,,,,,WOS:000081316900005,,,,,
J,"Akobundu, IO; Ekeleme, F; Chikoye, D",,,,"Akobundu, IO; Ekeleme, F; Chikoye, D",,,Influence of fallow management systems and frequency of cropping on weed growth and crop yield,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,1365-3180,,,,JUN,1999,39,3,,,,,241,256,,,,,,,,,WOS:000081316900007,,,,,
J,"Pakeman, RJ; Cummins, RP; Miller, GR; Roy, DB",,,,"Pakeman, RJ; Cummins, RP; Miller, GR; Roy, DB",,,Potential climatic control of seedbank density,SEED SCIENCE RESEARCH,,,,,,,,,,,,,,,,"Pakeman, Robin Jeffrey/P-7338-2015; Roy, David/A-6619-2009","Pakeman, Robin Jeffrey/0000-0001-6248-4133; Roy, David/0000-0002-5147-0331",,,,,,,,,,,,0960-2585,,,,,MAR,1999,9,1,,,,,101,110,,10.1017/S0960258599000112,,,,,,,WOS:000079600800011,,,,,
J,"Lopez-Granados, F; Garcia-Torres, L",,,,"Lopez-Granados, F; Garcia-Torres, L",,,Longevity of crenate broomrape (Orobanche crenata) seed under soil and laboratory conditions,WEED SCIENCE,,,,,,,,,,,,,,,,"Lopez-Granados, Francisca/J-5617-2014","Lopez-Granados, Francisca/0000-0001-9165-7558",,,,,,,,,,,,0043-1745,,,,,MAR-APR,1999,47,2,,,,,161,166,,10.1017/S0043174500091578,,,,,,,WOS:000081025000007,,,,,
J,"DiTomaso, JM; Kyser, GB; Hastings, MS",,,,"DiTomaso, JM; Kyser, GB; Hastings, MS",,,Prescribed burning for control of yellow starthistle (Centaurea solstitialis) and enhanced native plant diversity,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAR-APR,1999,47,2,,,,,233,242,,10.1017/S0043174500091669,,,,,,,WOS:000081025000016,,,,,
B,"Masey, RG; Maulden, KA",,"Marshal, G",,"Masey, RG; Maulden, KA",,,An application of diversity indices to soil weed seedbank data from a long-term rotational ploughing experiment,"1999 BRIGHTON CONFERENCE: WEEDS, VOLS 1-3",,,,,1999 International Brighton Conference on Weeds,"NOV 15-18, 1999","BRIGHTON, ENGLAND",,,,,,,,,,,,,,,,,,,,,,,,1-901396-53-3,,,,1999,,,,,,,567,568,,,,,,,,,WOS:000084242900084,,,,,
B,"Froud-Williams, RJ",,"Marshal, G",,"Froud-Williams, RJ",,,A biological framework for developing a weed management support system for weed control in winter wheat: Weed seed biology,"1999 BRIGHTON CONFERENCE: WEEDS, VOLS 1-3",,,,,1999 International Brighton Conference on Weeds,"NOV 15-18, 1999","BRIGHTON, ENGLAND",,,,,,,,,,,,,,,,,,,,,,,,1-901396-53-3,,,,1999,,,,,,,747,752,,,,,,,,,WOS:000084242900117,,,,,
B,"Cavan, G; Cussans, J; Moss, SR",,"Marshal, G",,"Cavan, G; Cussans, J; Moss, SR",,,Modelling strategies to prevent resistance in black-grass (Alopecurus myosuroides),"1999 BRIGHTON CONFERENCE: WEEDS, VOLS 1-3",,,,,1999 International Brighton Conference on Weeds,"NOV 15-18, 1999","BRIGHTON, ENGLAND",,,,,,,,,"Cussans, John/A-2764-2010",,,,,,,,,,,,,,,1-901396-53-3,,,,1999,,,,,,,777,782,,,,,,,,,WOS:000084242900121,,,,,
S,"Colbach, N; Meynard, JM; Clermont-Dauphin, C; Messean, A",,,BCPC; BCPC,"Colbach, N; Meynard, JM; Clermont-Dauphin, C; Messean, A",,,GeneSys: A model of the effects of cropping system on gene flow from transgenic rapeseed,GENE FLOW AND AGRICULTURE: RELEVANCE FOR TRANSGENIC CROPS,BRITISH CROP PROTECTION COUNCIL SYMPOSIUM PROCEEDINGS,,,,Symposium on Gene Flow and Agriculture - Relevance for Transgenic Crops,"APR 12-14, 1999","UNIV KEELE, KEELE, ENGLAND",British Crop Protect Council,UNIV KEELE,,,,,,,"clermont-Dauphin, cathy/F-3837-2012; Colbach, Nathalie/C-6677-2014","clermont-Dauphin, cathy/0000-0001-6500-9194; Colbach, Nathalie/0000-0002-3791-037X",,,,,,,,,,,,0306-3941,,1-901396-72-X,,,,1999,,72,,,,,89,94,,,,,,,,,WOS:000080334100011,,,,,
S,"Pekrun, C; Lane, PW; Lutman, PJW",,,BCPC; BCPC,"Pekrun, C; Lane, PW; Lutman, PJW",,,Modelling the potential for gene escape in oilseed rape via the soil seedbank: its relevance for genetically modified cultivars,GENE FLOW AND AGRICULTURE: RELEVANCE FOR TRANSGENIC CROPS,BRITISH CROP PROTECTION COUNCIL SYMPOSIUM PROCEEDINGS,,,,Symposium on Gene Flow and Agriculture - Relevance for Transgenic Crops,"APR 12-14, 1999","UNIV KEELE, KEELE, ENGLAND",British Crop Protect Council,UNIV KEELE,,,,,,,"Pekrun, Carola/Z-1693-2019",,,,,,,,,,,,,0306-3941,,1-901396-72-X,,,,1999,,72,,,,,101,106,,,,,,,,,WOS:000080334100013,,,,,
B,"Ashwath, N; Bellairs, SM; Navie, SC",,"Eldridge, D; Freudenberger, D",,"Ashwath, N; Bellairs, SM; Navie, SC",,,"Soil seedbanks in the serpentinite habitats of Rockhampton-Marlborough region, Australia","PEOPLE AND RANGELANDS BUILDING THE FUTURE, VOLS 1 AND 2",,,,,VIth International Rangeland Congress,"JUL 19-23, 1999","TOWNSVILLE, AUSTRALIA","USDA ARS, USDA Forest Serv, USDA Nat Resources Conservat Serv, US Dept Interior Bur Land Management, Australian Fed Consortium, Agr Fisheries & Forestry, Australian Fed Consortium Rural Ind Res & Dev Corp, Cooperative Res Ctr Sustainable Dev Trop Savannas, CSIRO Trop Agr, Dept For Int Dev, FAO, Queensland Dept Primary Ind, Australian Agcy Int Dev, Australian Rangeland Soc, UN Environm Program, Agr, WA, CSIRO Wildlife & Ecol, Grassland Soc SO Africa, NSW Agr, NSW Dept Land & Water Conservat, Soc Range Management, Int Conf Support Scheme, Townsville City Council & Townsville Enterprise, Univ NSW, Univ SO Queensland",,,,,,,,,,,,,,,,,,,,,,,0-9577394-0-0,,,,1999,,,,,,,982,984,,,,,,,,,WOS:000085573000455,,,,,
J,"Dorado, J; Del Monte, JP; Lopez-Fando, C",,,,"Dorado, J; Del Monte, JP; Lopez-Fando, C",,,Weed seedbank response to crop rotation and tillage in semiarid agroecosystems,WEED SCIENCE,,,,,,,,,,,,,,,,"Dorado, Jose/K-6860-2017","Dorado, Jose/0000-0002-2268-2562",,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1999,47,1,,,,,67,73,,10.1017/S0043174500090676,,,,,,,WOS:000078892800012,,,,,
J,"Dieleman, JA; Mortensen, DA; Martin, AR",,,,"Dieleman, JA; Mortensen, DA; Martin, AR",,,Influence of velvetleaf (Abutilon theophrasti) and common sunflower (Helianthus annuus) density variation on weed management outcomes,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1999,47,1,,,,,81,89,,10.1017/S004317450009069X,,,,,,,WOS:000078892800014,,,,,
J,"Mulugeta, D; Boerboom, CM",,,,"Mulugeta, D; Boerboom, CM",,,"Seasonal abundance and spatial pattern of Setaria faberi, Chenopodium album, and Abutilon theophrasti in reduced-tillage soybeans",WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,1550-2759,,,,JAN-FEB,1999,47,1,,,,,95,106,,10.1017/S0043174500090718,,,,,,,WOS:000078892800016,,,,,
J,"Legere, A; Samson, N",,,,"Legere, A; Samson, N",,,"Relative influence of crop rotation, tillage, and weed management on weed associations in spring barley cropping systems",WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1999,47,1,,,,,112,122,,10.1017/S0043174500090731,,,,,,,WOS:000078892800018,,,,,
J,"Freckleton, RP; Watkinson, AR",,,,"Freckleton, RP; Watkinson, AR",,,Predicting the determinants of weed abundance: a model for the population dynamics of Chenopodium album in sugar beet,JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,,,,,"Watkinson, Andrew/N-1649-2013","Freckleton, Robert/0000-0002-8338-864X",,,,,,,,,,,,0021-8901,,,,,DEC,1998,35,6,,,,,904,920,,,,,,,,,WOS:000079274000008,,,,,
J,"Clay, SA; Aguilar, I",,,,"Clay, SA; Aguilar, I",,,Weed seedbanks and corn growth following continuous corn or alfalfa,AGRONOMY JOURNAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0002-1962,,,,,NOV-DEC,1998,90,6,,,,,813,818,,10.2134/agronj1998.00021962009000060016x,,,,,,,WOS:000078678900016,,,,,
J,"Cavan, G; Biss, P; Moss, SR",,,,"Cavan, G; Biss, P; Moss, SR",,,Herbicide resistance and gene flow in wild-oats (Avena fatua and Avena sterilis ssp. ludoviciana),ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-4746,,,,,OCT,1998,133,2,,,,,207,217,,10.1111/j.1744-7348.1998.tb05821.x,,,,,,,WOS:000078154400007,,,,,
J,"Barberi, P; Cozzani, A; Macchia, M; Bonari, E",,,,"Barberi, P; Cozzani, A; Macchia, M; Bonari, E",,,Size and composition of the weed seedbank under different management systems for continuous maize cropping,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,OCT,1998,38,5,,,,,319,334,,,,,,,,,WOS:000076790500001,,,,,
J,"Boutsalis, P; Powles, SB",,,,"Boutsalis, P; Powles, SB",,,Seedbank characteristics of herbicide-resistant and susceptible Sisymbrium orientale,WEED RESEARCH,,,,,,,,,,,,,,,,"Powles, Stephen/A-2558-2008","powles, stephen/0000-0001-6375-1977",,,,,,,,,,,,0043-1737,,,,,OCT,1998,38,5,,,,,389,395,,,,,,,,,WOS:000076790500007,,,,,
J,"Finlay, BJ; Esteban, GF",,,,"Finlay, BJ; Esteban, GF",,,Freshwater protozoa: biodiversity and ecological function,BIODIVERSITY AND CONSERVATION,,,,,,,,,,,,,,,,,"Esteban, Genoveva/0000-0002-5805-8411",,,,,,,,,,,,0960-3115,1572-9710,,,,SEP,1998,7,9,,,,,1163,1186,,10.1023/A:1008879616066,,,,,,,WOS:000078129900004,,,,,
J,"Mitchell, RJ; Marrs, RH; Auld, MHD",,,,"Mitchell, RJ; Marrs, RH; Auld, MHD",,,"A comparative study of the seedbanks of heathland and successional habitats in Dorset, Southern England",JOURNAL OF ECOLOGY,,,,,,,,,,,,,,,,"Marrs, Robert/C-9838-2011; Mitchell, Ruth/F-4159-2010","Mitchell, Ruth/0000-0001-8151-2769",,,,,,,,,,,,0022-0477,,,,,AUG,1998,86,4,,,,,588,596,,10.1046/j.1365-2745.1998.00281.x,,,,,,,WOS:000075695300004,,,,,
J,"Ball, DA; Walenta, DL; Rasmussen, PE",,,,"Ball, DA; Walenta, DL; Rasmussen, PE",,,Impact of nitrogen fertilization and stubble burning on the downy brome seedbank in a winter wheat fallow rotation,JOURNAL OF PRODUCTION AGRICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-8524,,,,,JUL-SEP,1998,11,3,,,,,342,344,,10.2134/jpa1998.0342,,,,,,,WOS:000075595500009,,,,,
J,"Zhang, JH; Hamill, AS",,,,"Zhang, JH; Hamill, AS",,,Temporal and spatial distributions of velvetleaf seedlings after 1 year's seeding,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JUL-AUG,1998,46,4,,,,,414,418,,10.1017/S0043174500090822,,,,,,,WOS:000075808400006,,,,,
J,"Barrapour, MT; Oliver, LR",,,,"Barrapour, MT; Oliver, LR",,,"Effect of tillage and interference on common cocklebur (Xanthium strumarium) and sicklepod (Senna obtusifolia) population, seed production, and seedbank",WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,1550-2759,,,,JUL-AUG,1998,46,4,,,,,424,431,,10.1017/S0043174500090846,,,,,,,WOS:000075808400008,,,,,
J,"Allen, PS; Meyer, SE",,,,"Allen, PS; Meyer, SE",,,Ecological aspects of seed dormancy loss,SEED SCIENCE RESEARCH,,,,,W-168 Symposium on Seed Biology and Technology - Applications and Advances,"AUG, 1997","FT COLLINS, CO","Agr Evo USA Co, C A B Int, Goldsmith Seeds Inc, Gustafson Inc, Int Symposium on Pre-Harvest Sprouting in Cereals, Monsanto Co, USDA-ARS Nat Seed Storage Lab, Novartis Seeds Inc, Pioneer Hi-Bred Int Inc",,,,,,,,,,,,,,,,,,,,,0960-2585,1475-2735,,,,JUN,1998,8,2,,,,,183,191,,10.1017/S0960258500004098,,,,,,,WOS:000075551200012,,,,,
J,"Bernhard, RH; Jensen, JE; Andreasen, C",,,,"Bernhard, RH; Jensen, JE; Andreasen, C",,,Prediction of yield loss caused by Orobanche spp in carrot and pea crops based on the soil seedbank,WEED RESEARCH,,,,,,,,,,,,,,,,"Andreasen, Christian/F-6633-2014","Andreasen, Christian/0000-0003-0844-141X",,,,,,,,,,,,0043-1737,,,,,JUN,1998,38,3,,,,,191,197,,,,,,,,,WOS:000074759800004,,,,,
J,"Wille, MJ; Thill, DC; Price, WJ",,,,"Wille, MJ; Thill, DC; Price, WJ",,,Wild oat (Avena fatua) seed production in spring barley (Hordeum vulgare) is affected by the interaction of wild oat density and herbicide rate,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAY-JUN,1998,46,3,,,,,336,343,,10.1017/S0043174500089517,,,,,,,WOS:000074501300011,,,,,
J,"Mayor, JP; Dessaint, F",,,,"Mayor, JP; Dessaint, F",,,Influence of weed management strategies on soil seedbank diversity,WEED RESEARCH,,,,,,,,,,,,,,,,"DESSAINT, Fabrice/F-1102-2014","DESSAINT, Fabrice/0000-0001-9135-598X",,,,,,,,,,,,0043-1737,,,,,APR,1998,38,2,,,,,95,105,,,,,,,,,WOS:000073843100003,,,,,
J,"Zhang, J; Hamill, AS; Gardiner, IO; Weaver, SE",,,,"Zhang, J; Hamill, AS; Gardiner, IO; Weaver, SE",,,Dependence of weed flora on the active soil seedbank,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,APR,1998,38,2,,,,,143,152,,,,,,,,,WOS:000073843100008,,,,,
J,"Spandl, E; Durgan, BR; Forcella, F",,,,"Spandl, E; Durgan, BR; Forcella, F",,,Tillage and planting date influence foxtail (Setaria spp.) emergence in continuous spring Wheat (Triticum aestivum),WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,APR-JUN,1998,12,2,,,,,223,229,,,,,,,,,WOS:000075005700004,,,,,
J,"Schweizer, EE; Westra, P; Lybecker, DW",,,,"Schweizer, EE; Westra, P; Lybecker, DW",,,Seedbank and emerged annual weed populations in cornfields (Zea mays) in Colorado,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,"Westra, Philip/0000-0001-8488-8833",,,,,,,,,,,,0890-037X,,,,,APR-JUN,1998,12,2,,,,,243,247,,,,,,,,,WOS:000075005700007,,,,,
J,"Pekrun, C; Hewitt, JDJ; Lutman, PJW",,,,"Pekrun, C; Hewitt, JDJ; Lutman, PJW",,,Cultural control of volunteer oilseed rape (Brassica napus),JOURNAL OF AGRICULTURAL SCIENCE,,,,,,,,,,,,,,,,"Pekrun, Carola/Z-1693-2019",,,,,,,,,,,,,0021-8596,,,,,MAR,1998,130,,2,,,,155,163,,10.1017/S0021859697005169,,,,,,,WOS:000072746500005,,,,,
J,"Olson, BE; Wallander, RT",,,,"Olson, BE; Wallander, RT",,,Effect of sheep grazing on a leafy spurge-infested Idaho fescue community,JOURNAL OF RANGE MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022-409X,,,,,MAR,1998,51,2,,,,,247,252,,10.2307/4003214,,,,,,,WOS:000072673700019,,,,,
J,"Young, JA; Trent, JD; Blank, RR; Palmquist, DE",,,,"Young, JA; Trent, JD; Blank, RR; Palmquist, DE",,,Nitrogen interactions with medusahead (Taeniatherum caput-medusae ssp. asperum) seedbanks,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,MAR-APR,1998,46,2,,,,,191,195,,10.1017/S0043174500090408,,,,,,,WOS:000073371800008,,,,,
J,"Masood, E",,,,"Masood, E",,,Call for moratorium on seedbank patents,NATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0028-0836,,,,,FEB 19,1998,391,6669,,,,,728,728,,10.1038/35703,,,,,,,WOS:000072089500013,,,,,
J,"Tozer, MG",,,,"Tozer, MG",,,Distribution of the soil seedbank and influence of fire on seedling emergence in Acacia saligna growing on the central coast of New South Wales,AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0067-1924,,,,,,1998,46,5-6,,,,,743,755,,10.1071/BT97055,,,,,,,WOS:000079816800014,,,,,
J,"Bond, W; Moore, HC; Atkinson, RJ; Bevan, JR; Lennartsson, MEK",,,,"Bond, W; Moore, HC; Atkinson, RJ; Bevan, JR; Lennartsson, MEK",,,Changes in the weed seedbank following different weeding treatments in drilled salad onion and carrot crops grown in organic and conventional systems,BIOLOGICAL AGRICULTURE & HORTICULTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0144-8765,,,,,,1998,16,2,,,,,203,215,,10.1080/01448765.1998.9755232,,,,,,,WOS:000076002500007,,,,,
J,"Pita, JM; Perez-Garcia, F; Escudero, A; de la Cuadra, C",,,,"Pita, JM; Perez-Garcia, F; Escudero, A; de la Cuadra, C",,,Viability of Avena sativa L. seeds after 10 years of storage in base collection,FIELD CROPS RESEARCH,,,,,,,,,,,,,,,,"Escudero, Adrian/H-5046-2015","Escudero, Adrian/0000-0002-1427-5465",,,,,,,,,,,,0378-4290,,,,,JAN,1998,55,1-2,,,,,183,187,,10.1016/S0378-4290(97)00078-6,,,,,,,WOS:000071263600016,,,,,
J,"Orwig, DA; Foster, DR",,,,"Orwig, DA; Foster, DR",,,"Forest response to the introduced hemlock woolly adelgid in southern New England, USA",JOURNAL OF THE TORREY BOTANICAL SOCIETY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0040-9618,,,,,JAN-MAR,1998,125,1,,,,,60,73,,10.2307/2997232,,,,,,,WOS:000072698800006,,,,,
J,"Bliss, SA; Zedler, PH",,,,"Bliss, SA; Zedler, PH",,,The germination process in vernal pools: sensitivity to environmental conditions and effects on community structure,OECOLOGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0029-8549,,,,,JAN,1998,113,1,,,,,67,73,,,,,,,,,WOS:000071009200007,28307295,,,,
J,"Gallagher, RS; Cardina, J",,,,"Gallagher, RS; Cardina, J",,,Phytochrome-mediated Amaranthus germination I: Effect of seed burial and germination temperature,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1998,46,1,,,,,48,52,,10.1017/S0043174500090159,,,,,,,WOS:000072323200008,,,,,
J,"Gallagher, RS; Cardina, J",,,,"Gallagher, RS; Cardina, J",,,Phytochrome-mediated Amaranthus germination II: development of very low fluence sensitivity,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1998,46,1,,,,,53,58,,10.1017/S0043174500090160,,,,,,,WOS:000072323200009,,,,,
J,"Webster, TM; Cardina, J; Norquay, HM",,,,"Webster, TM; Cardina, J; Norquay, HM",,,Tillage and seed depth effects on velvetleaf (Abutilon theophrasti) emergence,WEED SCIENCE,,,,,,,,,,,,,,,,"Webster, Theodore/A-4468-2009","Webster, Theodore/0000-0002-8259-2059",,,,,,,,,,,,0043-1745,,,,,JAN-FEB,1998,46,1,,,,,76,82,,10.1017/S0043174500090202,,,,,,,WOS:000072323200013,,,,,
J,"Parsons, RF",,,,"Parsons, RF",,,"Carpobrotus modestus (Aizoaceae), a post-fire pioneer in semi-arid southern Australia",JOURNAL OF ARID ENVIRONMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0140-1963,,,,,NOV,1997,37,3,,,,,453,459,,10.1006/jare.1997.0288,,,,,,,WOS:A1997YG25600004,,,,,
J,"Martinez-Ghersa, MA; Satorre, EH; Ghersa, CM",,,,"Martinez-Ghersa, MA; Satorre, EH; Ghersa, CM",,,Effect of soil water content and temperature on dormancy breaking and germination of three weeds,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,NOV-DEC,1997,45,6,,,,,791,797,,10.1017/S0043174500088986,,,,,,,WOS:000071078400009,,,,,
J,"Squire, GR; Burn, D; Crawford, JW",,,,"Squire, GR; Burn, D; Crawford, JW",,,A model for the impact of herbicide tolerance on the performance of oilseed rape as a volunteer weed,ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0003-4746,,,,,OCT,1997,131,2,,,,,315,338,,10.1111/j.1744-7348.1997.tb05159.x,,,,,,,WOS:A1997YJ61600011,,,,,
J,"Barberi, P; Silvestri, N; Bonari, E",,,,"Barberi, P; Silvestri, N; Bonari, E",,,Weed communities of winter wheat as influenced by input level and rotation,WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,,,,,OCT,1997,37,5,,,,,301,313,,10.1046/j.1365-3180.1997.d01-53.x,,,,,,,WOS:A1997YF34100002,,,,,
J,"Groom, PK; Lamont, BB",,,,"Groom, PK; Lamont, BB",,,Fruit-seed relations in Hakea: serotinous species invest more dry matter in predispersal seed protection,AUSTRALIAN JOURNAL OF ECOLOGY,,,,,,,,,,,,,,,,,"Lamont, Byron/0000-0001-9279-7149",,,,,,,,,,,,0307-692X,,,,,SEP,1997,22,3,,,,,352,355,,10.1111/j.1442-9993.1997.tb00682.x,,,,,,,WOS:A1997XW92200014,,,,,
J,"Salas, ML; Hickman, MV; Huber, DM; Schreiber, MM",,,,"Salas, ML; Hickman, MV; Huber, DM; Schreiber, MM",,,Influence of nitrate and ammonium nutrition on the growth of giant foxtail (Setaria faberi),WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,SEP-OCT,1997,45,5,,,,,664,669,,,,,,,,,WOS:A1997XY84400012,,,,,
J,"Mulugeta, D; Stoltenberg, DE",,,,"Mulugeta, D; Stoltenberg, DE",,,Weed and seedbank management with integrated methods as influenced by tillage,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,SEP-OCT,1997,45,5,,,,,706,715,,,,,,,,,WOS:A1997XY84400020,,,,,
J,"vanDelft, GJ; Graves, JD; Fitter, AH; Pruiksma, MA",,,,"vanDelft, GJ; Graves, JD; Fitter, AH; Pruiksma, MA",,,Spatial distribution and population dynamics of Striga hermonthica seeds in naturally infested farm soils,PLANT AND SOIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0032-079X,,,,,AUG,1997,195,1,,,,,1,15,,10.1023/A:1004214015281,,,,,,,WOS:A1997YE36300001,,,,,
J,"Taylor, SE; Oliver, LR",,,,"Taylor, SE; Oliver, LR",,,Sicklepod (Senna obtusifolia) seed production and viability as influenced by late-season postemergence herbicide applications,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,,,,,JUL-AUG,1997,45,4,,,,,497,501,,10.1017/S004317450008872X,,,,,,,WOS:A1997XM80400007,,,,,
J,"ODonovan, JT; McAndrew, DW; Thomas, AG",,,,"ODonovan, JT; McAndrew, DW; Thomas, AG",,,Tillage and nitrogen influence weed population dynamics in barley (Hordeum vulgare),WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,JUL-SEP,1997,11,3,,,,,502,509,,,,,,,,,WOS:A1997XY34100015,,,,,
J,"Anderson, RL",,,,"Anderson, RL",,,Cultural systems can reduce reproductive potential of winter annual grasses,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,,,,,JUL-SEP,1997,11,3,,,,,608,613,,,,,,,,,WOS:A1997XY34100033,,,,,
J,"Cosser, ND; Gooding, MJ; Thompson, AJ; FroudWilliams, RJ",,,,"Cosser, ND; Gooding, MJ; Thompson, AJ; FroudWilliams, RJ",,,Competitive ability and tolerance of organically grown wheat cultivars to natural weed infestations,ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,,,,,,"Gooding, Michael/0000-0002-4769-9862",,,,,,,,,,,,0003-4746,,,,,JUN,1997,130,3,,,,,523,535,,10.1111/j.1744-7348.1997.tb07679.x,,,,,,,WOS:A1997YJ65000011,,,,,
J,"Hughes, JW; Cass, WB",,,,"Hughes, JW; Cass, WB",,,"Pattern and process of a floodplain forest, Vermont, USA: Predicted responses of vegetation to perturbation",JOURNAL OF APPLIED ECOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0021-8901,,,,,JUN,1997,34,3,,,,,594,612,,10.2307/2404910,,,,,,,WOS:A1997XG78600005,,,,,
J,"Shaw, PJA",,,,"Shaw, PJA",,,Post-fire successions of Collembola in lowland heaths in South-Eastern UK,PEDOBIOLOGIA,,,,,IX International Colloquium on Apterygota,1996,"DUBLIN, IRELAND",,,,,,,,,"Shaw, Peter/G-3688-2010",,,,,,,,,,,,,0031-4056,,,,,JUN,1997,41,1-3,,,,,80,87,,,,,,,,,WOS:A1997XH07200016,,,,,
J,"Voll, E; Karam, D; Gazziero, DLP",,,,"Voll, E; Karam, D; Gazziero, DLP",,,Population dynamics of Commelina benghalensis L under soil and herbicide management practices,PESQUISA AGROPECUARIA BRASILEIRA,,,,,,,,,,,,,,,,"karam, decio/F-2661-2015; Karam, Decio/D-1290-2011","karam, decio/0000-0001-8389-5978; ",,,,,,,,,,,,0100-204X,,,,,JUN,1997,32,6,,,,,571,578,,,,,,,,,WOS:A1997XF59400002,,,,,
J,"Ambrosio, L; Dorado, J; DelMonte, JP",,,,"Ambrosio, L; Dorado, J; DelMonte, JP",,,Assessment of the sample size to estimate the weed seedbank in soil,WEED RESEARCH,,,,,,,,,,,,,,,,"Dorado, Jose/K-6860-2017; Ambrosio, Luis/L-1671-2019","Dorado, Jose/0000-0002-2268-2562; ",,,,,,,,,,,,0043-1737,,,,,JUN,1997,37,3,,,,,129,137,,10.1046/j.1365-3180.1997.d01-22.x,,,,,,,WOS:A1997XF15500002,,,,,
