PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Scepanovic, M; Plodinec, M; Jares, D; Baric, K				Scepanovic, Maja; Plodinec, Marijana; Jares, Dario; Baric, Klara			Morphological, phenological and reproductive characteristics of the invasive weed species Abutilon theophrasti Medik, as affected by various plant densities	PERIODICUM BIOLOGORUM																													0031-5362					SEP	2018	120	2-3					73	80		10.18054/pb.v120i2-3.4924							WOS:000487290000002						
J	Hoban, S; Kallow, S; Trivedi, C				Hoban, Sean; Kallow, Simon; Trivedi, Clare			Implementing a new approach to effective conservation of genetic diversity, with ash (Fraxinus excelsior) in the UK as a case study	BIOLOGICAL CONSERVATION																													0006-3207	1873-2917				SEP	2018	225						10	21		10.1016/j.biocon.2018.06.017							WOS:000442003900002						
J	Dantas, AB; Musso, C; Miranda, HS				Dantas-Junior, A. B.; Musso, C.; Miranda, H. S.			Seed longevityandseedling emergence rate of Urochloa decumbens as influenced by sowing depth in a Cerrado soil	GRASS AND FORAGE SCIENCE																Miranda, Heloisa S/H-7833-2015	Miranda, Heloisa S/0000-0003-1417-4215												0142-5242	1365-2494				SEP	2018	73	3					811	814		10.1111/gfs.12347							WOS:000441878800022						
J	Pluntz, M; Le Coz, S; Peyrard, N; Pradel, R; Choquet, R; Cheptou, PO				Pluntz, Matthieu; Le Coz, Sebastian; Peyrard, Nathalie; Pradel, Roger; Choquet, Remi; Cheptou, Pierre-Olivier			A general method for estimating seed dormancy and colonisation in annual plants from the observation of existing flora	ECOLOGY LETTERS																Pradel, Roger/A-8666-2008; Choquet, Remi/F-6462-2011	Pradel, Roger/0000-0002-2684-9251; Choquet, Remi/0000-0003-0434-9085												1461-023X	1461-0248				SEP	2018	21	9					1311	1318		10.1111/ele.13097							WOS:000440914500002	29927046					
J	Hazelton, ELG; Downard, R; Kettenring, KM; McCormick, MK; Whigham, DF				Hazelton, Eric L. G.; Downard, Rebekah; Kettenring, Karin M.; McCormick, Melissa K.; Whigham, Dennis F.			Spatial and Temporal Variation in Brackish Wetland Seedbanks: Implications for Wetland Restoration Following Phragmites Control	ESTUARIES AND COASTS																Kettenring, Karin M/A-5829-2011													1559-2723	1559-2731				SEP	2018	41			1	SI		S68	S84		10.1007/s12237-017-0289-z							WOS:000440452500006						
J	de Lima, GT; Catian, G; da Luz, GP; Goncalves, VM; Scremin-Dias, E				de Lima, Gabriel Tirintan; Catian, Gisele; da Luz, Gabriel Pesqueira; Goncalves, Vinicius Manvailer; Scremin-Dias, Edna			Seedlings and seeds of aquatic macrophytes from Pantanal Sul-Mato-Grossense lagoons	IHERINGIA SERIE BOTANICA																														2446-8231				AUG 31	2018	73	2					69	87		10.21826/2446-8231201873201							WOS:000446179100001						
J	Vieira, AAR; Silva, AL; Souza, LC; Miranda, FD; Ferreira, MFS; Caldeira, MVW				Vieira, A. A. R.; Silva Junior, A. L.; Souza, L. C.; Miranda, F. D.; Ferreira, M. F. S.; Caldeira, M. V. W.			Genetic structure and diversity of Senefeldera verticillata (Euphorbiaceae) in semideciduous seasonal forest fragments	GENETICS AND MOLECULAR RESEARCH																													1676-5680					AUG 29	2018	17	3							gmr18059	10.4238/gmr18059							WOS:000478767300001						
J	Goets, SA; Kraaij, T; Little, KM				Goets, Stefan A.; Kraaij, Tineke; Little, Keith M.			Seed bank and growth comparisons of native (Virgilia divaricata) and invasive alien (Acacia mearnsii and A-melanoxylon) plants: implications for conservation	PEERJ																													2167-8359					AUG 21	2018	6								e5466	10.7717/peerj.5466							WOS:000443304000006	30155363					
J	Fan, BL; Zhou, YF; Ma, QL; Yu, QS; Zhao, CM; Sun, K				Fan, Baoli; Zhou, Yongfeng; Ma, Quanlin; Yu, Qiushi; Zhao, Changming; Sun, Kun			The Bet-Hedging Strategies for Seedling Emergence of Calligonum mongolicum to Adapt to the Extreme Desert Environments in Northwestern China	FRONTIERS IN PLANT SCIENCE																	Zhou, Yongfeng/0000-0003-0780-2973												1664-462X					AUG 8	2018	9								1167	10.3389/fpls.2018.01167							WOS:000441045200001	30135698					
J	Baumgardner, W; Tabassum, M				Baumgardner, William; Tabassum, Marina			THE USD 1875.95 SEED CENTER	LANDSCAPE ARCHITECTURE FRONTIERS																													2095-5405	2095-5413				AUG	2018	6	4					115	125		10.15302/J-LAF-20180411							WOS:000455904000011						
J	Saatkamp, A; Affre, L; Dutoit, T; Poschlod, P				Saatkamp, Arne; Affre, Laurence; Dutoit, Thierry; Poschlod, Peter			Plant traits and population characteristics predict extinctions in a long-term survey of Mediterranean annual plants	BIODIVERSITY AND CONSERVATION																Poschlod, Peter/AAF-7902-2019; Dutoit, Thierry/AAB-7398-2019	Dutoit, Thierry/0000-0001-9461-9215; Saatkamp, Arne/0000-0001-5638-0143												0960-3115	1572-9710				AUG	2018	27	10					2527	2540		10.1007/s10531-018-1551-9							WOS:000436794700005						
J	Dodonov, P; Zanelli, CB; Silva-Matos, DM				Dodonov, P.; Zanelli, C. B.; Silva-Matos, D. M.			Effects of an accidental dry-season fire on the reproductive phenology of two Neotropical savanna shrubs	BRAZILIAN JOURNAL OF BIOLOGY																													1519-6984	1678-4375				AUG	2018	78	3					564	573		10.1590/1519-6984.174660							WOS:000438317500023	29091119					
J	Abbas, T; Nadeem, MA; Tanveer, A; Ali, HH; Farooq, N				Abbas, Tasawer; Nadeem, Muhammad Ather; Tanveer, Asif; Ali, Hafiz Haider; Farooq, Naila			Role of of allelopathic crop mulches and reduced doses of tank-mixed herbicides in managing herbicide-resistant Phalaris minor in wheat	CROP PROTECTION																Nadeem, Muhammad A/C-9655-2019													0261-2194	1873-6904				AUG	2018	110						245	250		10.1016/j.cropro.2017.06.012							WOS:000432761300034						
J	Qu, Y; Luo, CY; Zhang, HQ; Ni, HW; Xu, N				Qu, Yi; Luo, Chunyu; Zhang, Hongqiang; Ni, Hongwei; Xu, Nan			Modeling the wetland restorability based on natural and anthropogenic impacts in Sanjiang Plain, China	ECOLOGICAL INDICATORS																	Yi, Qu/0000-0002-4130-8779												1470-160X	1872-7034				AUG	2018	91						429	438		10.1016/j.ecolind.2018.04.008							WOS:000444520600043						
J	Neis, FA; de Costa, F; Fuller, TN; de Lima, JC; Rodrigues-Correa, KCD; Fett, JP; Fett-Neto, AG				Neis, Franciele Antonia; de Costa, Fernanda; Fuller, Thanise Nogueira; de Lima, Julio Cesar; da Silva Rodrigues-Correa, Kelly Cristine; Fett, Janette Palma; Fett-Neto, Arthur Germano			Biomass yield of resin in adult Pinus elliottii Engelm. trees is differentially regulated by environmental factors and biochemical effectors	INDUSTRIAL CROPS AND PRODUCTS																Fett-Neto, Arthur G/B-6944-2013; da Silva Rodrigues-Correa, Kelly Cristine/AAG-8945-2019; Fett, Janette P/C-4949-2013	Fett-Neto, Arthur G/0000-0001-5477-2610; Fett, Janette P/0000-0002-2525-9807; Rodrigues-Correa, Kelly Cristine da Silva/0000-0002-6780-237X												0926-6690	1872-633X				AUG	2018	118						20	25		10.1016/j.indcrop.2018.03.027							WOS:000433269500003						
J	Song, WF; Wang, JW; Yan, YC; An, LY; Zhang, F; Wang, L; Xu, Y; Tian, MZ; Nie, Y; Wu, XL				Song, Wen-Feng; Wang, Jian-Wei; Yan, Ying-Chun; An, Li-Yun; Zhang, Fan; Wang, Lu; Xu, Ying; Tian, Miao-Zhang; Nie, Yong; Wu, Xiao-Lei			Shifts of the indigenous microbial communities from reservoir production water in crude oil- and asphaltene-degrading microcosms	INTERNATIONAL BIODETERIORATION & BIODEGRADATION																Wu, Xiao-Lei/G-6882-2011	Wu, Xiao-Lei/0000-0002-9897-6903; Nie, Yong/0000-0002-5940-1218												0964-8305	1879-0208				AUG	2018	132						18	29		10.1016/j.ibiod.2018.04.015							WOS:000447358900003						
J	Hu, DD; Baskin, JM; Baskin, CC; Yang, XJ; Huang, ZY				Hu, Dandan; Baskin, Jerry M.; Baskin, Carol C.; Yang, Xuejun; Huang, Zhenying			Ecological role of physical dormancy in seeds of Oxytropis racemosa in a semiarid sandland with unpredictable rainfall	JOURNAL OF PLANT ECOLOGY																Yang, Xuejun/B-4718-2014	Yang, Xuejun/0000-0002-8595-545X												1752-9921	1752-993X				AUG	2018	11	4					542	552		10.1093/jpe/rtx063							WOS:000433291100004						
J	Baldwin, RC; Sundberg, MD; Stewart, TW; Weber, MJ				Baldwin, Ryan C.; Sundberg, Michael D.; Stewart, Timothy W.; Weber, Michael J.			Influence of Sieve Mesh Size on Relationships between Macroinvertebrate Assemblage and Environmental Variables in Wetlands	WETLANDS																													0277-5212	1943-6246				AUG	2018	38	4					677	687		10.1007/s13157-018-1010-0							WOS:000443995000003						
J	Grandy, I; Messina, L; Anemaet, E; Middleton, BA				Grandy, Isabel; Messina, Linda; Anemaet, Evelyn; Middleton, Beth A.			Effects of Sediment Application on Nyssa aquatica and Taxodium distichum Saplings	WETLANDS																Middleton, Beth/D-1778-2014	Middleton, Beth/0000-0002-1220-2326												0277-5212	1943-6246				AUG	2018	38	4					855	859		10.1007/s13157-018-1011-z							WOS:000443995000016						
J	Renna, M; Montesano, FF; Signore, A; Gonnella, M; Santamaria, P				Renna, Massimiliano; Montesano, Francesco F.; Signore, Angelo; Gonnella, Maria; Santamaria, Pietro			BiodiverSO: A Case Study of Integrated Project to Preserve the Biodiversity of Vegetable Crops in Puglia (Southern Italy)	AGRICULTURE-BASEL																Signore, Angelo/I-5933-2012; Renna, Massimiliano/X-8440-2018; Santamaria, Pietro/G-7421-2012	Renna, Massimiliano/0000-0001-7458-6161; Santamaria, Pietro/0000-0001-5918-7322; Signore, Angelo/0000-0002-6400-6044													2077-0472				AUG	2018	8	8							128	10.3390/agriculture8080128							WOS:000443246100012						
J	Ruiz-Gonzalez, C; Archambault, E; Laforest-Lapointe, I; del Giorgio, PA; Kembel, SW; Messier, C; Nock, CA; Beisner, BE				Ruiz-Gonzalez, Clara; Archambault, Esther; Laforest-Lapointe, Isabelle; del Giorgio, Paul A.; Kembel, Steven W.; Messier, Christian; Nock, Charles A.; Beisner, Beatrix E.			Soils associated to different tree communities do not elicit predictable responses in lake bacterial community structure and function	FEMS MICROBIOLOGY ECOLOGY																del Giorgio, Paul/AAD-1315-2019	del Giorgio, Paul/0000-0003-1866-8159; Ruiz Gonzalez, Clara/0000-0003-3568-4943; Laforest-Lapointe, Isabelle/0000-0003-3630-9475; Kembel, Steven/0000-0001-5224-0952												0168-6496	1574-6941				AUG	2018	94	8							fiy115	10.1093/femsec/fiy115							WOS:000441198800009	29912326					
J	Franca, A; Re, GA; Sanna, F				Franca, Antonello; Re, Giovanni Antonio; Sanna, Federico			Effects of grazing exclusion and environmental conditions on the soil seed bank of a Mediterranean grazed oak wood pasture	AGROFORESTRY SYSTEMS																	Re, Giovanni Antonio/0000-0003-4026-2630; FRANCA, ANTONIO/0000-0003-2123-305X												0167-4366	1572-9680				AUG	2018	92	4			SI		909	919		10.1007/s10457-018-0203-0							WOS:000440076000008						
J	Ma, HY; Li, JP; Yang, F; Lu, XT; Pan, YP; Liang, ZW				Ma Hongyuan; Li Jingpeng; Yang Fan; Lu Xiaotao; Pan Yuepeng; Liang Zhengwei			Regenerative Role of Soil Seed Banks of Different Successional Stages in A Saline-alkaline Grassland in Northeast China	CHINESE GEOGRAPHICAL SCIENCE																Pan, Yuepeng/G-6377-2011; Lu, Xiao-Tao/B-3905-2008	Pan, Yuepeng/0000-0002-5547-0849; Lu, Xiao-Tao/0000-0001-5571-1895												1002-0063	1993-064X				AUG	2018	28	4					694	706		10.1007/s11769-018-0966-2							WOS:000438853300012						
J	Liu, LL; Chen, SH; Zhao, J; Zhou, X; Wang, BY; Li, YL; Zheng, GQ; Zhang, JB; Cai, ZC; Huang, XQ				Liu, Liangliang; Chen, Shuhua; Zhao, Jun; Zhou, Xing; Wang, Baoying; Li, Yunlong; Zheng, Guoqiang; Zhang, Jinbo; Cai, Zucong; Huang, Xinqi			Watermelon planting is capable to restructure the soil microbiome that regulated by reductive soil disinfestation	APPLIED SOIL ECOLOGY																Zhao, Jun/U-8586-2018	Zhao, Jun/0000-0002-6691-2999; Huang, Xinqi/0000-0003-0375-5698												0929-1393	1873-0272				AUG	2018	129						52	60		10.1016/j.apsoil.2018.05.004							WOS:000436438700006						
J	Kennedy, AC				Kennedy, Ann C.			Selective soil bacteria to manage downy brome, jointed goatgrass, and medusahead and do no harm to other biota	BIOLOGICAL CONTROL																													1049-9644	1090-2112				AUG	2018	123						18	27		10.1016/j.biocontrol.2018.05.002							WOS:000434384500003						
J	Zwarts, L; Bijlsma, RG; van der Kamp, J				Zwarts, Leo; Bijlsma, Rob G.; van der Kamp, Jan			Large decline of birds in Sahelian rangelands due to loss of woody cover and soil seed bank	JOURNAL OF ARID ENVIRONMENTS																													0140-1963	1095-922X				AUG	2018	155						1	15		10.1016/j.jaridenv.2018.01.013							WOS:000433644700001						
J	Liu, XY; Zhao, DH; Jia, LL; Xu, HS; Na, R; Ge, YH; Liu, SX; Yu, YX; Li, YH				Liu, Xinyu; Zhao, Danhua; Jia, Lili; Xu, Hongshan; Na, Rui; Ge, Yonghong; Liu, Shaoxiang; Yu, Yongxin; Li, Yuhua			Genetic and neuroattenuation phenotypic characteristics and their stabilities of SA14-14-2 vaccine seed virus	VACCINE																													0264-410X	1873-2518				JUL 25	2018	36	31					4650	4656		10.1016/j.vaccine.2018.06.040							WOS:000439676800008	29954631					
J	Manalil, S; Ali, HH; Chauhan, BS				Manalil, Sudheesh; Ali, Hafiz Haider; Chauhan, Bhagirath Singh			Germination ecology of turnip weed (Rapistrum rugosum (L.) All.) in the northern regions of Australia	PLOS ONE																Chauhan, Bhagirath/G-8892-2014	Chauhan, Bhagirath/0000-0003-1540-4668												1932-6203					JUL 19	2018	13	7							e0201023	10.1371/journal.pone.0201023							WOS:000439120000078	30024963					
J	Bosco, T; Bertiller, MB; Carrera, AL				Bosco, Tomas; Beatriz Bertiller, Monica; Lorena Carrera, Analia			Abiotic factors affect the recruitment and biomass of perennial grass and evergreen shrub seedlings in denuded areas of Patagonian Monte rangelands	JOURNAL OF ENVIRONMENTAL MANAGEMENT																Bosco, Tomas/L-2521-2019													0301-4797	1095-8630				JUL 15	2018	218						118	128		10.1016/j.jenvman.2018.04.020							WOS:000433649800012	29674159					
J	Han, YC; Gonnella, G; Adam, N; Schippers, A; Burkhardt, L; Kurtz, S; Schwarz-Schampera, U; Franke, H; Perner, M				Han, Yuchen; Gonnella, Giorgio; Adam, Nicole; Schippers, Axel; Burkhardt, Lia; Kurtz, Stefan; Schwarz-Schampera, Ulrich; Franke, Henrike; Perner, Mirjam			Hydrothermal chimneys host habitat-specific microbial communities: analogues for studying the possible impact of mining seafloor massive sulfide deposits	SCIENTIFIC REPORTS																Gonnella, Giorgio/B-3547-2019; Perner, Mirjam/A-8158-2018	Gonnella, Giorgio/0000-0003-3900-5397; Perner, Mirjam/0000-0003-1223-9310												2045-2322					JUL 10	2018	8								10386	10.1038/s41598-018-28613-5							WOS:000438024500018	29991752					
J	Kimbrel, JA; Ballor, N; Wu, YW; David, MM; Hazen, TC; Simmons, BA; Singer, SW; Jansson, JK				Kimbrel, Jeffrey A.; Ballor, Nicholas; Wu, Yu-Wei; David, Maude M.; Hazen, Terry C.; Simmons, Blake A.; Singer, Steven W.; Jansson, Janet K.			Microbial Community Structure and Functional Potential Along a Hypersaline Gradient	FRONTIERS IN MICROBIOLOGY																Wu, Yu-Wei/O-6961-2019; Simmons, Blake/N-6022-2016; Hazen, Terry/C-1076-2012	Wu, Yu-Wei/0000-0002-5603-1194; Simmons, Blake/0000-0002-1332-1810; Hazen, Terry/0000-0002-2536-9993; Jansson, Janet/0000-0002-5487-4315												1664-302X					JUL 10	2018	9								1492	10.3389/fmicb.2018.01492							WOS:000438065700001	30042744					
J	Chauhan, BS; Manalil, S; Florentine, S; Jha, P				Chauhan, Bhagirath Singh; Manalil, Sudheesh; Florentine, Singarayer; Jha, Prashant			Germination ecology of Chloris truncata and its implication for weed management	PLOS ONE																Florentine, Singarayer/Q-7198-2019; Chauhan, Bhagirath/G-8892-2014	Florentine, Singarayer/0000-0002-5734-3421; Chauhan, Bhagirath/0000-0003-1540-4668												1932-6203					JUL 9	2018	13	7							e0199949	10.1371/journal.pone.0199949							WOS:000438035500015	29985944					
J	Hufnagel, B; Guimaraes, CT; Craft, EJ; Shaff, JE; Schaffert, RE; Kochian, LV; Magalhaes, JV				Hufnagel, Barbara; Guimaraes, Claudia T.; Craft, Eric J.; Shaff, Jon E.; Schaffert, Robert E.; Kochian, Leon V.; Magalhaes, Jurandir V.			Exploiting sorghum genetic diversity for enhanced aluminum tolerance: Allele mining based on the Alt(SB) locus	SCIENTIFIC REPORTS																Hufnagel, Barbara/O-3746-2019	Hufnagel, Barbara/0000-0002-3515-2122												2045-2322					JUL 4	2018	8								10094	10.1038/s41598-018-27817-z							WOS:000437249200021	29973700					
J	Vanstockem, J; Ceusters, C; Van Dyck, K; Somers, B; Hermy, M				Vanstockem, Jan; Ceusters, Christiaan; Van Dyck, Karen; Somers, Ben; Hermy, Martin			Is there more than meets the eye? Seed bank analysis of a typical novel ecosystem, the extensive green roof	APPLIED VEGETATION SCIENCE																Vanstockem, Jan/C-9019-2016; Hermy, Martin/A-3769-2009	Vanstockem, Jan/0000-0001-9730-2838; Somers, Ben/0000-0002-7875-107X; Hermy, Martin/0000-0002-5403-0139												1402-2001	1654-109X				JUL	2018	21	3					419	430		10.1111/avsc.12383							WOS:000442660900007						
J	Trujillo-Miranda, AL; Toledo-Aceves, T; Lopez-Barrera, F; Gerez-Fernandez, P				Trujillo-Miranda, Alma L.; Toledo-Aceves, Tarin; Lopez-Barrera, Fabiola; Gerez-Fernandez, Patricia			Active versus passive restoration: Recovery of cloud forest structure, diversity and soil condition in abandoned pastures	ECOLOGICAL ENGINEERING																Lopez-Barrera, Fabiola/Q-6271-2018; Toledo-Aceves, Tarin/K-8718-2017	Lopez-Barrera, Fabiola/0000-0002-6092-6230; Trujillo Miranda, Alma Lucrecia/0000-0003-4398-8939; Toledo-Aceves, Tarin/0000-0001-6069-468X												0925-8574	1872-6992				JUL	2018	117						50	61		10.1016/j.ecoleng.2018.03.011							WOS:000432518400005						
J	Menegat, A; Milberg, P; Nilsson, ATS; Andersson, L; Vico, G				Menegat, Alexander; Milberg, Per; Nilsson, Anders T. S.; Andersson, Lars; Vico, Giulia			Soil water potential and temperature sum during reproductive growth control seed dormancy in Alopecurus myosuroides Huds.	ECOLOGY AND EVOLUTION																Menegat, Alexander/X-6759-2019; Milberg, Per/G-6153-2012; Vico, Giulia/A-6296-2010	Menegat, Alexander/0000-0002-0735-3293; Milberg, Per/0000-0001-6128-1051; Vico, Giulia/0000-0002-7849-2653												2045-7758					JUL	2018	8	14					7186	7194		10.1002/ece3.4249							WOS:000440138400030	30073077					
J	Schoenbaum, I; Henkin, Z; Yehuda, Y; Voet, H; Kigel, J				Schoenbaum, Iris; Henkin, Zalmen; Yehuda, Yehuda; Voet, Hillary; Kigel, Jaime			Cattle foraging in Mediterranean oak woodlands - Effects of management practices on the woody vegetation	FOREST ECOLOGY AND MANAGEMENT																													0378-1127	1872-7042				JUL 1	2018	419						160	169		10.1016/j.foreco.2018.03.017							WOS:000432498900016						
J	Torres, A; Alarcon, PAE; Rodriguez-Cabal, MA; Nunez, MA				Torres, Agostina; Alarcon, Pablo A. E.; Rodriguez-Cabal, Mariano A.; Nunez, Martin A.			Secondary Invasions Hinder the Recovery of Native Communities after the Removal of Nonnative Pines Along a Precipitation Gradient in Patagonia	FORESTS																Nunez, Martin A./AAF-1655-2019	Alarcon, Pablo/0000-0002-7814-8422; Torres, Agostina/0000-0001-9682-7296; Nunez, Martin/0000-0003-0324-5479												1999-4907					JUL	2018	9	7							394	10.3390/f9070394							WOS:000440018600025						
J	Davis, KT; Higuera, PE; Sala, A				Davis, Kimberley T.; Higuera, Philip E.; Sala, Anna			Anticipating fire-mediated impacts of climate change using a demographic framework	FUNCTIONAL ECOLOGY																Higuera, Philip Edward/B-1330-2010; Davis, Kimberley Taylor/A-4797-2017	Higuera, Philip Edward/0000-0001-5396-9956; Davis, Kimberley Taylor/0000-0001-9727-374X												0269-8463	1365-2435				JUL	2018	32	7					1729	1745		10.1111/1365-2435.13132							WOS:000437281100008						
J	Pang, CC; Ma, XKK; Lo, JPL; Hung, TTH; Hau, BCH				Pang, Chun-chiu; Ma, Xoni Kwan-ki; Lo, Janice Pei-lai; Hung, Tony Tun-hei; Hau, Billy Chi-hang			Vegetation succession on landslides in Hong Kong: Plant regeneration, survivorship and constraints to restoration	GLOBAL ECOLOGY AND CONSERVATION																	HUNG, Tun Hei/0000-0002-6553-4324												2351-9894					JUL	2018	15								e00428	10.1016/j.gecco.2018.e00428							WOS:000446625900024						
J	Barga, S; Leger, EA				Barga, Sarah; Leger, Elizabeth A.			Shrub cover and fire history predict seed bank composition in Great Basin shrublands	JOURNAL OF ARID ENVIRONMENTS																													0140-1963	1095-922X				JUL	2018	154						40	50		10.1016/j.jaridenv.2018.03.004							WOS:000432764800006						
J	Deak, B; Valko, O; Torok, P; Kelemen, A; Bede, A; Csatho, AI; Tothmeresz, B				Deak, Balazs; Valko, Orsolya; Torok, Peter; Kelemen, Andras; Bede, Adam; Csatho, Andras Istvan; Tothmeresz, Bela			Landscape and habitat filters jointly drive richness and abundance of specialist plants in terrestrial habitat islands	LANDSCAPE ECOLOGY																Peter, Torok/C-5514-2008; Valko, Orsolya/H-4553-2019	Peter, Torok/0000-0002-4428-3327; Valko, Orsolya/0000-0001-7919-6293												0921-2973	1572-9761				JUL	2018	33	7					1117	1132		10.1007/s10980-018-0660-x							WOS:000438116500009						
J	Philipp, M; Hansen, K; Monrad, D; Adsersen, H; Bruun, HH; Nordal, I				Philipp, Marianne; Hansen, Kjersti; Monrad, Dorte; Adsersen, Henning; Bruun, Hans Henrik; Nordal, Inger			Hidden biodiversity in the Arctic - a study of soil seed banks at Disko Island, Qeqertarsuaq, West Greenland	NORDIC JOURNAL OF BOTANY																Bruun, Hans Henrik/C-4476-2008	Bruun, Hans Henrik/0000-0003-0674-2577												0107-055X	1756-1051				JUL	2018	36	7							UNSP e01721	10.1111/njb.01721							WOS:000439934400012						
J	Footitt, S; Huang, Z; Olcer-Footitt, H; Clay, H; Finch-Savage, WE				Footitt, S.; Huang, Z.; Olcer-Footitt, H.; Clay, H.; Finch-Savage, W. E.			The impact of global warming on germination and seedling emergence in Alliaria petiolata, a woodland species with dormancy loss dependent on low temperature	PLANT BIOLOGY																Finch-Savage, William E/B-6153-2015; Footitt, Steven/K-4178-2019	Footitt, Steven/0000-0001-6644-0621												1435-8603	1438-8677				JUL	2018	20	4					682	690		10.1111/plb.12720							WOS:000435810800005	29570924					
J	Dylewski, L; Mackowiak, L; Myczko, L				Dylewski, Lukasz; Mackowiak, Lukasz; Myczko, Lukasz			Physical defence of the wild cucumber Echinocystis lobata in an invasive range changing seed removal by rodents	PLANT ECOLOGY																	Myczko, Lukasz/0000-0002-9305-2306												1385-0237	1573-5052				JUL	2018	219	7					863	873		10.1007/s11258-018-0842-2							WOS:000434910100009						
J	Du Plessis, SP; Rink, A; Goodall, V; Kaplan, H; Jubase, N; Van Wyk, E				Du Plessis, S. P.; Rink, A.; Goodall, V; Kaplan, H.; Jubase, N.; Van Wyk, E.			Assessment and management of the invasive shrub, Cistus ladanifer, in South Africa	SOUTH AFRICAN JOURNAL OF BOTANY																													0254-6299	1727-9321				JUL	2018	117						85	94		10.1016/j.sajb.2018.04.021							WOS:000438463700011						
J	Riviere, S; Muller, JV				Riviere, S.; Mueller, J. . V.			Contribution of seed banks across Europe towards the 2020 Global Strategy for Plant Conservation targets, assessed through the ENSCONET database	ORYX																													0030-6053	1365-3008				JUL	2018	52	3					464	470		10.1017/S0030605316001496							WOS:000450342900018						
J	Luo, L; Mao, DH; Wang, ZM; Du, BJ; Yan, HQ; Zhang, B				Luo, Ling; Mao, Dehua; Wang, Zongming; Du, Baojia; Yan, Hengqi; Zhang, Bai			Remote Sensing and GIS Support to Identify Potential Areas for Wetland Restoration from Cropland: A Case Study in the West Songnen Plain, Northeast China	SUSTAINABILITY																	Mao, Dehua/0000-0003-3101-9153												2071-1050					JUL	2018	10	7							2375	10.3390/su10072375							WOS:000440947600266						
J	Chick, MP; Nitschke, CR; Cohn, JS; Penman, TD; York, A				Chick, Matthew P.; Nitschke, Craig R.; Cohn, Janet S.; Penman, Trent D.; York, Alan			Factors influencing above-ground and soil seed bank vegetation diversity at different scales in a quasi-Mediterranean ecosystem	JOURNAL OF VEGETATION SCIENCE																Penman, Trent D/A-7242-2012	Penman, Trent D/0000-0002-5203-9818; Nitschke, Craig/0000-0003-2514-9744												1100-9233	1654-1103				JUL	2018	29	4					684	694		10.1111/jvs.12649							WOS:000443232400011						
J	Carthey, AJR; Tims, A; Geedicke, I; Leishman, MR				Carthey, Alexandra J. R.; Tims, Amy; Geedicke, Ina; Leishman, Michelle R.			Broad-scale patterns in smoke-responsive germination from the south-eastern Australian flora	JOURNAL OF VEGETATION SCIENCE																; Leishman, Michelle/G-9726-2012	Carthey, Alexandra Jane Repin/0000-0002-0472-2217; Leishman, Michelle/0000-0003-4830-5797												1100-9233	1654-1103				JUL	2018	29	4					737	745		10.1111/jvs.12657							WOS:000443232400016						
J	Verin, M; Tellier, A				Verin, Melissa; Tellier, Aurelien			Host-parasite coevolution can promote the evolution of seed banking as a bet-hedging strategy	EVOLUTION																Tellier, Aurelien/C-3852-2017	Tellier, Aurelien/0000-0002-8895-0785												0014-3820	1558-5646				JUL	2018	72	7					1362	1372		10.1111/evo.13483							WOS:000439777700003	29676786					
J	Sisson, C; Gulla-Devaney, B; Katz, LA; Grattepanche, JD				Sisson, Chip; Gulla-Devaney, Bethaney; Katz, Laura A.; Grattepanche, Jean-David			Seed bank and seasonal patterns of the eukaryotic SAR (Stramenopila, Alveolata and Rhizaria) clade in a New England vernal pool	JOURNAL OF PLANKTON RESEARCH																Grattepanche, Jean-David/C-7101-2013; Katz, Laura A/AAF-4802-2019	Grattepanche, Jean-David/0000-0002-1854-3762; 												0142-7873	1464-3774				JUL-AUG	2018	40	4					376	390		10.1093/plankt/fby020							WOS:000439704500003						
J	Pausas, JG; Lamont, BB				Pausas, Juli G.; Lamont, Byron B.			Ecology and biogeography in 3D: The case of the Australian Proteaceae	JOURNAL OF BIOGEOGRAPHY																Pausas, Juli G/C-5794-2008	Pausas, Juli G/0000-0003-3533-5786; Lamont, Byron/0000-0001-9279-7149												0305-0270	1365-2699				JUL	2018	45	7					1469	1477		10.1111/jbi.13348							WOS:000437836600002						
J	Bao, F; Elsey-Quirk, T; de Assis, MA; Arruda, R; Pott, A				Bao, Francielli; Elsey-Quirk, Tracy; de Assis, Marco Antonio; Arruda, Rafael; Pott, Arnildo			Seasonal flooding, topography, and organic debris interact to influence the emergence and distribution of seedlings in a tropical grassland	BIOTROPICA																Arruda, Rafael/D-4362-2012	Arruda, Rafael/0000-0003-2869-5134; Bao, Francielli/0000-0003-0536-1668; Pott, Arnildo/0000-0002-8599-9276; Quirk, Tracy/0000-0002-2068-592X												0006-3606	1744-7429				JUL	2018	50	4					616	624		10.1111/btp.12550							WOS:000437264200009						
